item_id,category_name,category_code,spec_key_hash,hash_version,used_price,brand,product_name,item_type,capacity_ml,condition,piece_count,line_series,fragrance_type
11_beauty-demo-000000,11_beauty,11,34f3e9214fbc2143,v2,15000,크리드,,,,,,,
11_beauty-demo-000001,11_beauty,11,2ecd558c02680368,v2,381985,다이슨,,,,,,,
11_beauty-demo-000002,11_beauty,11,1a3886aae69773be,v2,46000,비컴프,,,,,,,
11_beauty-demo-000003,11_beauty,11,06ffa7f53271b59e,v2,47000,베르사체,,,,,,,
11_beauty-demo-000004,11_beauty,11,e98493fe760189cf,v2,16725,샤넬,,,,,,,
11_beauty-demo-000005,11_beauty,11,712c7bda9c1d6f13,v2,82000,랄프로렌,,,,,,,
11_beauty-demo-000006,11_beauty,11,b93a92587b2d5094,v2,250000,구찌,,,,,,,
11_beauty-demo-000007,11_beauty,11,933164cd2619ea4c,v2,32000,미쿠,,,,,,,
11_beauty-demo-000008,11_beauty,11,b50ebb33b9f0c9f1,v2,55877,러쉬,,,,,,,
11_beauty-demo-000009,11_beauty,11,4bd08d8c5a2c0753,v2,30000,BSW,,,,,,,
11_beauty-demo-000010,11_beauty,11,e556374660d1310f,v2,70000,베르니엘,,,,,,,
11_beauty-demo-000011,11_beauty,11,43a683e0439c33a2,v2,58000,몽블랑,,,,,,,
11_beauty-demo-000012,11_beauty,11,d17f52f08f7cd0ba,v2,16000,CRASTS,,,,,,,
11_beauty-demo-000013,11_beauty,11,c8bf3a09557f1f7d,v2,10000,와디즈 더퍼퓸,,,,,,,
11_beauty-demo-000014,11_beauty,11,6a24e666b2ae3a35,v2,70000,레가토,,,,,,,
11_beauty-demo-000015,11_beauty,11,4c9d8d0676d8be2a,v2,63426,JMW,,,,,,,
11_beauty-demo-000016,11_beauty,11,6dc065dff929711c,v2,55000,골드필드앤뱅크스,,,,,,,
11_beauty-demo-000017,11_beauty,11,4c9d8d0676d8be2a,v2,40542,JMW,,,,,,,
11_beauty-demo-000018,11_beauty,11,a2697e962d6819fc,v2,42000,탬버린즈,,,,,,,
11_beauty-demo-000019,11_beauty,11,aafc9d452b6fdee1,v2,65000,메튜장,,,,,,,
11_beauty-demo-000020,11_beauty,11,a0e1c345c4b42f66,v2,40000,VTT,,,,,,,
11_beauty-demo-000021,11_beauty,11,d74216da3ce27d6e,v2,130000,펫다움,,,,,,,
11_beauty-demo-000022,11_beauty,11,4c9d8d0676d8be2a,v2,89711,JMW,,,,,,,
11_beauty-demo-000023,11_beauty,11,76fdd7459ec98ff3,v2,32000,다슈,,,,,,,
11_beauty-demo-000024,11_beauty,11,9ff1cec5cc882c2b,v2,95001,샤크,,,,,,,
11_beauty-demo-000025,11_beauty,11,4c9d8d0676d8be2a,v2,85328,JMW,,,,,,,
11_beauty-demo-000026,11_beauty,11,baaafcc3d6dfbf78,v2,130000,에르메스,,,,,,,
11_beauty-demo-000027,11_beauty,11,1a3886aae69773be,v2,46000,비컴프,,,,,,,
11_beauty-demo-000028,11_beauty,11,bff3144d4c53c55f,v2,14500,르꽁떼,,,,,,,
11_beauty-demo-000029,11_beauty,11,c2434060154fe210,v2,70000000,OOM Studio,,,,,,,
11_beauty-demo-000030,11_beauty,11,a2697e962d6819fc,v2,42000,겐조,,,,,,,
11_beauty-demo-000031,11_beauty,11,6218c17f6747a5b3,v2,85000,지미추,,,,,,,
11_beauty-demo-000032,11_beauty,11,5f6c63d89b0056a9,v2,18000,W.dressroom,,,,,,,
11_beauty-demo-000033,11_beauty,11,8555e0e8607bcf46,v2,15000,CK 이노베이션,,,,,,,
11_beauty-demo-000034,11_beauty,11,9ff1cec5cc882c2b,v2,95000,샤크,,,,,,,
11_beauty-demo-000035,11_beauty,11,712c7bda9c1d6f13,v2,82000,랄프로렌,,,,,,,
11_beauty-demo-000036,11_beauty,11,8fcf1f8898622ae6,v2,41924,차이슨,,,,,,,
11_beauty-demo-000037,11_beauty,11,3870bca04e898023,v2,270000,Parfums de Marly,,,,,,,
11_beauty-demo-000038,11_beauty,11,d74216da3ce27d6e,v2,130000,루킨스,,,,,,,
11_beauty-demo-000039,11_beauty,11,3870bca04e898023,v2,270000,Parfums de Marly,,,,,,,
11_beauty-demo-000040,11_beauty,11,5b78a7c0bd2b13ec,v2,60000,딥디크,,,,,,,
11_beauty-demo-000041,11_beauty,11,e4b29ed53f6ee9cc,v2,59000,라코스테,,,,,,,
11_beauty-demo-000042,11_beauty,11,8fcf1f8898622ae6,v2,37226,차이슨,,,,,,,
11_beauty-demo-000043,11_beauty,11,7effc079681b18dc,v2,150000,필립스,,,,,,,
11_beauty-demo-000044,11_beauty,11,168469fbf89f793a,v2,81000,샤오미 ROIDMI,,,,,,,
11_beauty-demo-000045,11_beauty,11,2ecd558c02680368,v2,358124,다이슨,,,,,,,
11_beauty-demo-000046,11_beauty,11,aafc9d452b6fdee1,v2,65000,르꽁떼,,,,,,,
11_beauty-demo-000047,11_beauty,11,2b6751e84dfcadec,v2,430000,루비이통,,,,,,,
11_beauty-demo-000048,11_beauty,11,4c88095ad540f5be,v2,270000,오르메,,,,,,,
11_beauty-demo-000049,11_beauty,11,f683697adaa218e5,v2,45000,딩동펫,,,,,,,
11_beauty-demo-000050,11_beauty,11,4c9d8d0676d8be2a,v2,60875,JMW,,,,,,,
11_beauty-demo-000051,11_beauty,11,9ff1cec5cc882c2b,v2,95000,샤크,,,,,,,
11_beauty-demo-000052,11_beauty,11,744fd9aa4799fab1,v2,5000,엘라,,,,,,,
11_beauty-demo-000053,11_beauty,11,8fcf1f8898622ae6,v2,42480,차이슨,,,,,,,
11_beauty-demo-000054,11_beauty,11,556b4854d0f80c4e,v2,90000,무아스,,,,,,,
11_beauty-demo-000055,11_beauty,11,168469fbf89f793a,v2,81000,샤오미 ROIDMI,,,,,,,
11_beauty-demo-000056,11_beauty,11,dd2fec521b684a54,v2,16600,블라우풍트,,,,,,,
11_beauty-demo-000057,11_beauty,11,2ecd558c02680368,v2,320457,다이슨,,,,,,,
11_beauty-demo-000058,11_beauty,11,2b585babd7ab5683,v2,69199,유닉스,,,,,,,
11_beauty-demo-000059,11_beauty,11,16c9c78961cad418,v2,75000,드리미,,,,,,,
11_beauty-demo-000060,11_beauty,11,4c9d8d0676d8be2a,v2,53328,파테크,,,,,,,
11_beauty-demo-000061,11_beauty,11,2ee5f7e0865c69ca,v2,16000,입생로랑,,,,,,,
11_beauty-demo-000062,11_beauty,11,d17f52f08f7cd0ba,v2,16000,CRASTS,,,,,,,
11_beauty-demo-000063,11_beauty,11,e98493fe760189cf,v2,17852,샤넬,,,,,,,
11_beauty-demo-000064,11_beauty,11,4c9d8d0676d8be2a,v2,51881,JMW,,,,,,,
11_beauty-demo-000065,11_beauty,11,bf07d49a245f12b6,v2,88400,유닉스,,,,,,,
11_beauty-demo-000066,11_beauty,11,8a8780bff00d01f4,v2,15000,탬버린즈,,,,,,,
11_beauty-demo-000067,11_beauty,11,f5fd57585c28a1d5,v2,77000,비버리힐즈 폴로클럽,,,,,,,
11_beauty-demo-000068,11_beauty,11,cc4fe476d1d29b6f,v2,79000,Boral,,,,,,,
11_beauty-demo-000069,11_beauty,11,e47c056cf6a0e68b,v2,15000,펫다움,,,,,,,
