item_id,category_name,category_code,spec_key_hash,hash_version,used_price,item_subtype,brand,color_main,gender_target,bag_style,wallet_style,line_or_model,material_main
05_fashion_accessories-demo-000000,05_fashion_accessories,05,30aa86e1a64475ff,v2,252014,,디올,,,,,,
05_fashion_accessories-demo-000001,05_fashion_accessories,05,f2b5b85a9ee059be,v2,15000,,리미떼두두,,,,,,
05_fashion_accessories-demo-000002,05_fashion_accessories,05,b93a92587b2d5094,v2,152078,,구찌,,,,,,
05_fashion_accessories-demo-000003,05_fashion_accessories,05,8c286e3057dfbe2b,v2,26000,,쿠론,,,,,,
05_fashion_accessories-demo-000004,05_fashion_accessories,05,5205ead3108e8b8c,v2,160000,,PORTER ATMOS,,,,,,
05_fashion_accessories-demo-000005,05_fashion_accessories,05,b93a92587b2d5094,v2,359815,,구찌,,,,,,
05_fashion_accessories-demo-000006,05_fashion_accessories,05,44851e355877ee25,v2,391040,,오야니,,,,,,
05_fashion_accessories-demo-000007,05_fashion_accessories,05,508c1ee31a4a1a7a,v2,230000,,메종 마르지엘라,,,,,,
05_fashion_accessories-demo-000008,05_fashion_accessories,05,16c2945a8ecbd4a4,v2,30000,,토리버치,,,,,,
05_fashion_accessories-demo-000009,05_fashion_accessories,05,116ab4fa1c541412,v2,20000,,스트레이키즈,,,,,,
05_fashion_accessories-demo-000010,05_fashion_accessories,05,43a683e0439c33a2,v2,190000,,몽블랑,,,,,,
05_fashion_accessories-demo-000011,05_fashion_accessories,05,d46d3c54208b142e,v2,1680000,,셀린느,,,,,,
05_fashion_accessories-demo-000012,05_fashion_accessories,05,04aed5e2cf573475,v2,622967,,루이비통,,,,,,
05_fashion_accessories-demo-000013,05_fashion_accessories,05,906e314763630bbc,v2,45000,,캘빈클라인,,,,,,
05_fashion_accessories-demo-000014,05_fashion_accessories,05,30aa86e1a64475ff,v2,375406,,구찌,,,,,,
05_fashion_accessories-demo-000015,05_fashion_accessories,05,feb7a2bb970c9765,v2,319000,,포터,,,,,,
05_fashion_accessories-demo-000016,05_fashion_accessories,05,b93a92587b2d5094,v2,287891,,구찌,,,,,,
05_fashion_accessories-demo-000017,05_fashion_accessories,05,5a7f18135150185e,v2,400000,,보테가베네타,,,,,,
05_fashion_accessories-demo-000018,05_fashion_accessories,05,04aed5e2cf573475,v2,478362,,루이비통,,,,,,
05_fashion_accessories-demo-000019,05_fashion_accessories,05,b93a92587b2d5094,v2,154246,,구찌,,,,,,
05_fashion_accessories-demo-000020,05_fashion_accessories,05,157ab8e8d4217b91,v2,29000,,빈폴,,,,,,
