item_id,category_name,category_code,spec_key_hash,hash_version,used_price,brand,product_name,food_subtype,form,unit_count,expiry_date,is_giftset,net_weight_g
13_food-demo-000000,13_food,13,93d57ed2452c2163,v2,37000,정심,,,,,,,
13_food-demo-000001,13_food,13,f54db3bb5d39fb41,v2,20000,팅스로 커피 로스터즈,,,,,,,
13_food-demo-000002,13_food,13,b0fc4279174accc8,v2,19000,정관장,,,,,,,
13_food-demo-000003,13_food,13,65098f7c55b99920,v2,18428,스타커피,,,,,,,
13_food-demo-000004,13_food,13,2fd30def06b45a94,v2,37000,카누,,,,,,,
13_food-demo-000005,13_food,13,b0fc4279174accc8,v2,168992,정관장,,,,,,,
13_food-demo-000006,13_food,13,794a8c905f1209be,v2,70000,하루채움,,,,,,,
13_food-demo-000007,13_food,13,65098f7c55b99920,v2,21511,스타커피,,,,,,,
13_food-demo-000008,13_food,13,5ba1906d05e0d024,v2,25000,스타벅스,,,,,,,
13_food-demo-000009,13_food,13,b2401b9d2d9ef02a,v2,39000,김포파주인삼농협,,,,,,,
13_food-demo-000010,13_food,13,ee0961d704a69aff,v2,70000,애터미,,,,,,,
13_food-demo-000011,13_food,13,95c0d64e166b5a20,v2,140000,무궁화,,,,,,,
13_food-demo-000012,13_food,13,9c51113fd35c0d6e,v2,39221,스타벅스,,,,,,,
13_food-demo-000013,13_food,13,6ed334b889a9a1ad,v2,55000,미래홍삼,,,,,,,
13_food-demo-000014,13_food,13,2c03c230363f8eb9,v2,60000,하루이야기,,,,,,,
13_food-demo-000015,13_food,13,fee026af2beba036,v2,19900,콜롬비아,,,,,,,
13_food-demo-000016,13_food,13,65098f7c55b99920,v2,18901,스타커피,,,,,,,
13_food-demo-000017,13_food,13,941af4865d4d3486,v2,50000,금산홍삼,,,,,,,
13_food-demo-000018,13_food,13,b2401b9d2d9ef02a,v2,39000,김포파주인삼농협,,,,,,,
13_food-demo-000019,13_food,13,65098f7c55b99920,v2,19909,스타커피,,,,,,,
13_food-demo-000020,13_food,13,e423d2db76ba125e,v2,26000,GSC,,,,,,,
13_food-demo-000021,13_food,13,93d57ed2452c2163,v2,37000,정심,,,,,,,
13_food-demo-000022,13_food,13,65098f7c55b99920,v2,19071,정심,,,,,,,
13_food-demo-000023,13_food,13,65098f7c55b99920,v2,20429,스타커피,,,,,,,
13_food-demo-000024,13_food,13,aa9d213c26b23121,v2,190000,풀무원,,,,,,,
13_food-demo-000025,13_food,13,4ac0026b9aded10f,v2,20000,코피니니,,,,,,,
13_food-demo-000026,13_food,13,8a3755216d7a7dca,v2,19600,플레이브,,,,,,,
13_food-demo-000027,13_food,13,65098f7c55b99920,v2,20808,스타커피,,,,,,,
13_food-demo-000028,13_food,13,f76f534dd13fcda1,v2,70000,홍삼진본,,,,,,,
13_food-demo-000029,13_food,13,794f705f334a8f47,v2,40000,농협홍삼,,,,,,,
13_food-demo-000030,13_food,13,a89c0c18115052d7,v2,65000,연세대학교,,,,,,,
13_food-demo-000031,13_food,13,e8541561b00dfeac,v2,70000,정삼원,,,,,,,
13_food-demo-000032,13_food,13,9c51113fd35c0d6e,v2,43268,스타벅스,,,,,,,
13_food-demo-000033,13_food,13,fb2e806f9d8d3d18,v2,100000,Julius Meinl,,,,,,,
13_food-demo-000034,13_food,13,b0fc4279174accc8,v2,51591,정관장,,,,,,,
13_food-demo-000035,13_food,13,ede25cf91a3a01ed,v2,11000,농협안심녹용,,,,,,,
13_food-demo-000036,13_food,13,6ed334b889a9a1ad,v2,55000,미래홍삼,,,,,,,
13_food-demo-000037,13_food,13,5ba1906d05e0d024,v2,25000,MJA,,,,,,,
13_food-demo-000038,13_food,13,65098f7c55b99920,v2,19958,스타커피,,,,,,,
13_food-demo-000039,13_food,13,9c51113fd35c0d6e,v2,32726,스타벅스,,,,,,,
13_food-demo-000040,13_food,13,a493f659750cacc8,v2,95000,녹관원,,,,,,,
13_food-demo-000041,13_food,13,93d57ed2452c2163,v2,37000,정심,,,,,,,
13_food-demo-000042,13_food,13,59c40669db14ae40,v2,80000,어라운지,,,,,,,
13_food-demo-000043,13_food,13,a848761e63658fd9,v2,19500,과일삼촌,,,,,,,
13_food-demo-000044,13_food,13,6a8dd01acf2f0a93,v2,25000,카멜,,,,,,,
13_food-demo-000045,13_food,13,93295222afb041f9,v2,60000,스타커피,,,,,,,
13_food-demo-000046,13_food,13,794f705f334a8f47,v2,84000,농협홍삼,,,,,,,
13_food-demo-000047,13_food,13,9c51113fd35c0d6e,v2,42899,스타벅스,,,,,,,
13_food-demo-000048,13_food,13,85751e594a2bcbdf,v2,18500,고려진홍삼,,,,,,,
13_food-demo-000049,13_food,13,65098f7c55b99920,v2,20816,정관장,,,,,,,
13_food-demo-000050,13_food,13,65098f7c55b99920,v2,21169,스타커피,,,,,,,
13_food-demo-000051,13_food,13,65098f7c55b99920,v2,20649,스타커피,,,,,,,
13_food-demo-000052,13_food,13,d0374af84f8a170d,v2,22000,스타커피 로스터리,,,,,,,
13_food-demo-000053,13_food,13,95a98a3d6504d606,v2,20000,보헤미안 박이추,,,,,,,
13_food-demo-000054,13_food,13,4bdbbf5effa10cbb,v2,38000,홍삼기계,,,,,,,
13_food-demo-000055,13_food,13,65098f7c55b99920,v2,18671,스타커피,,,,,,,
13_food-demo-000056,13_food,13,f1183cf7bdd2f8d2,v2,268000,네스프레소,,,,,,,
13_food-demo-000057,13_food,13,b69be77db20536ae,v2,75000,동원,,,,,,,
13_food-demo-000058,13_food,13,93d57ed2452c2163,v2,37000,정심,,,,,,,
13_food-demo-000059,13_food,13,9c51113fd35c0d6e,v2,39210,정심,,,,,,,
13_food-demo-000060,13_food,13,b01df773223c4846,v2,19000,대박난,,,,,,,
13_food-demo-000061,13_food,13,ee013f025d560954,v2,40000,종근당,,,,,,,
13_food-demo-000062,13_food,13,65098f7c55b99920,v2,20885,스타커피,,,,,,,
13_food-demo-000063,13_food,13,ae263fc120c4d08e,v2,32000,자바하우스,,,,,,,
13_food-demo-000064,13_food,13,65098f7c55b99920,v2,19324,스타커피,,,,,,,
13_food-demo-000065,13_food,13,d0374af84f8a170d,v2,21900,스타커피 로스터리,,,,,,,
13_food-demo-000066,13_food,13,4930c87d57a42cc2,v2,35000,레전드,,,,,,,
13_food-demo-000067,13_food,13,a89c0c18115052d7,v2,65000,연세대학교,,,,,,,
13_food-demo-000068,13_food,13,b2401b9d2d9ef02a,v2,39000,김포파주인삼농협,,,,,,,
13_food-demo-000069,13_food,13,93d57ed2452c2163,v2,37000,정심,,,,,,,
13_food-demo-000070,13_food,13,5cc6323309db1339,v2,25000,브라운체리,,,,,,,
13_food-demo-000071,13_food,13,d9112c9a0905a509,v2,2000,GSC,,,,,,,
13_food-demo-000072,13_food,13,e8541561b00dfeac,v2,70000,정삼원,,,,,,,
13_food-demo-000073,13_food,13,e8541561b00dfeac,v2,70000,정삼원,,,,,,,
13_food-demo-000074,13_food,13,f54db3bb5d39fb41,v2,20000,농협홍삼,,,,,,,
13_food-demo-000075,13_food,13,1dcb77a0734cb082,v2,124000,노블레스,,,,,,,
13_food-demo-000076,13_food,13,9c51113fd35c0d6e,v2,43661,스타벅스,,,,,,,
13_food-demo-000077,13_food,13,95c0d64e166b5a20,v2,140000,무궁화,,,,,,,
13_food-demo-000078,13_food,13,65098f7c55b99920,v2,20848,스타커피,,,,,,,
13_food-demo-000079,13_food,13,8a3755216d7a7dca,v2,19600,플레이브,,,,,,,
13_food-demo-000080,13_food,13,70d28e3a262d4281,v2,80000,홍삼엔,,,,,,,
13_food-demo-000081,13_food,13,65098f7c55b99920,v2,21449,스타커피,,,,,,,
13_food-demo-000082,13_food,13,b0fc4279174accc8,v2,29916,정삼원,,,,,,,
13_food-demo-000083,13_food,13,2841196c2980bcb1,v2,60000,청이,,,,,,,
13_food-demo-000084,13_food,13,65098f7c55b99920,v2,19465,스타커피,,,,,,,
13_food-demo-000085,13_food,13,4ac0026b9aded10f,v2,20000,코피니니,,,,,,,
13_food-demo-000086,13_food,13,5ba1906d05e0d024,v2,25000,MJA,,,,,,,
13_food-demo-000087,13_food,13,65098f7c55b99920,v2,21245,스타커피,,,,,,,
13_food-demo-000088,13_food,13,6a8dd01acf2f0a93,v2,25000,카멜,,,,,,,
13_food-demo-000089,13_food,13,a2cb88e41eec409f,v2,20000,보헤미안 박이추 로스터리,,,,,,,
13_food-demo-000090,13_food,13,63112c8a821366dc,v2,150000,홍삼기보,,,,,,,
13_food-demo-000091,13_food,13,57d240e5a8b55e94,v2,63500,스타커피,,,,,,,
13_food-demo-000092,13_food,13,ea0f0a64a4ea44e4,v2,80000,풍기인삼상회,,,,,,,
13_food-demo-000093,13_food,13,b01df773223c4846,v2,19000,대박난,,,,,,,
13_food-demo-000094,13_food,13,b01df773223c4846,v2,19000,대박난,,,,,,,
13_food-demo-000095,13_food,13,6b993ab6083ede09,v2,25000,페이브,,,,,,,
13_food-demo-000096,13_food,13,9c51113fd35c0d6e,v2,20197,스타벅스,,,,,,,
13_food-demo-000097,13_food,13,93d57ed2452c2163,v2,37000,정심,,,,,,,
13_food-demo-000098,13_food,13,b0fc4279174accc8,v2,90090,정관장,,,,,,,
13_food-demo-000099,13_food,13,b0fc4279174accc8,v2,19000,정관장,,,,,,,
13_food-demo-000100,13_food,13,9c51113fd35c0d6e,v2,26590,스타벅스,,,,,,,
13_food-demo-000101,13_food,13,65098f7c55b99920,v2,20140,스타커피,,,,,,,
13_food-demo-000102,13_food,13,a493f659750cacc8,v2,95000,녹관원,,,,,,,
13_food-demo-000103,13_food,13,90852a54eed39b73,v2,70000,농협홍삼,,,,,,,
13_food-demo-000104,13_food,13,4510e95ce35b950d,v2,23000,김오곤,,,,,,,
13_food-demo-000105,13_food,13,65098f7c55b99920,v2,20222,스타커피,,,,,,,
13_food-demo-000106,13_food,13,fcd89adecc3f1138,v2,23000,박이추 커피공장 보헤미안 커피,,,,,,,
13_food-demo-000107,13_food,13,4ac0026b9aded10f,v2,20000,연세대학교,,,,,,,
13_food-demo-000108,13_food,13,65098f7c55b99920,v2,20188,스타커피,,,,,,,
13_food-demo-000109,13_food,13,806a142365207431,v2,35000,커클랜드,,,,,,,
13_food-demo-000110,13_food,13,65098f7c55b99920,v2,19881,스타커피,,,,,,,
13_food-demo-000111,13_food,13,9a1eaa8d57fca09d,v2,50000,홍삼메딕스,,,,,,,
13_food-demo-000112,13_food,13,65098f7c55b99920,v2,20369,스타커피,,,,,,,
13_food-demo-000113,13_food,13,b69be77db20536ae,v2,75000,동원,,,,,,,
13_food-demo-000114,13_food,13,65098f7c55b99920,v2,18407,스타커피,,,,,,,
13_food-demo-000115,13_food,13,7ab5a68d245238b3,v2,20900,고려홍삼정,,,,,,,
13_food-demo-000116,13_food,13,9c51113fd35c0d6e,v2,41479,스타벅스,,,,,,,
13_food-demo-000117,13_food,13,d8b394a95b9d458a,v2,50000,유니베라,,,,,,,
13_food-demo-000118,13_food,13,b0fc4279174accc8,v2,265493,정관장,,,,,,,
13_food-demo-000119,13_food,13,71741f9153ca29fb,v2,22000,운조커피,,,,,,,
13_food-demo-000120,13_food,13,2c03c230363f8eb9,v2,60000,하루이야기,,,,,,,
13_food-demo-000121,13_food,13,65098f7c55b99920,v2,20478,스타커피,,,,,,,
13_food-demo-000122,13_food,13,ede25cf91a3a01ed,v2,11000,농협안심녹용,,,,,,,
13_food-demo-000123,13_food,13,93d57ed2452c2163,v2,37000,정심,,,,,,,
13_food-demo-000124,13_food,13,65098f7c55b99920,v2,19008,스타커피,,,,,,,
13_food-demo-000125,13_food,13,65098f7c55b99920,v2,20566,스타커피,,,,,,,
13_food-demo-000126,13_food,13,65098f7c55b99920,v2,19050,스타커피,,,,,,,
13_food-demo-000127,13_food,13,1dcb77a0734cb082,v2,124000,노블레스,,,,,,,
13_food-demo-000128,13_food,13,4bdbbf5effa10cbb,v2,38000,홍삼기계,,,,,,,
13_food-demo-000129,13_food,13,65098f7c55b99920,v2,20165,스타커피,,,,,,,
13_food-demo-000130,13_food,13,9a1eaa8d57fca09d,v2,50000,농협안심녹용,,,,,,,
13_food-demo-000131,13_food,13,7ab5a68d245238b3,v2,12900,엑셀소,,,,,,,
