item_id,category_name,category_code,spec_key_hash,hash_version,used_price,item_type,use_space,brand,mobility,set_components,main_material,dimensions_cm,shelf_drawer_count
08_daily_goods-demo-000000,08_daily_goods,08,aba2cfbf9c5da660,v2,39000,,,수납왕,,,,,
08_daily_goods-demo-000001,08_daily_goods,08,7ae46b917023b1d7,v2,172268,,,한샘,,,,,
08_daily_goods-demo-000002,08_daily_goods,08,7ae46b917023b1d7,v2,179226,,,한샘,,,,,
08_daily_goods-demo-000003,08_daily_goods,08,61da2de509a4c317,v2,5000,,,유한락스,,,,,
08_daily_goods-demo-000004,08_daily_goods,08,6ba85a44b0152000,v2,75000,,,카레클린트,,,,,
08_daily_goods-demo-000005,08_daily_goods,08,9687bb381bcf9847,v2,220000,,,일룸 iloom,,,,,
08_daily_goods-demo-000006,08_daily_goods,08,4f8a1762aa664d22,v2,55000,,,LG,,,,,
08_daily_goods-demo-000007,08_daily_goods,08,85760f436c0aab87,v2,3000,,,이케아,,,,,
08_daily_goods-demo-000008,08_daily_goods,08,7fb2292126eb87b9,v2,400000,,,리바트,,,,,
08_daily_goods-demo-000009,08_daily_goods,08,409e4818a0025062,v2,140000,,,카르텔,,,,,
08_daily_goods-demo-000010,08_daily_goods,08,a414e87f746bdc4d,v2,130000,,,Hello Kitty,,,,,
08_daily_goods-demo-000011,08_daily_goods,08,2f03df6fc381d0ea,v2,10000,,,Spectrum,,,,,
08_daily_goods-demo-000012,08_daily_goods,08,419dd7fa05b171da,v2,94187,,,리바트,,,,,
08_daily_goods-demo-000013,08_daily_goods,08,57e97cb86de28c12,v2,10000,,,폭스바겐,,,,,
08_daily_goods-demo-000014,08_daily_goods,08,8584298e2ca7f855,v2,380000,,,오르다,,,,,
08_daily_goods-demo-000015,08_daily_goods,08,6ba85a44b0152000,v2,75000,,,카레클린트,,,,,
08_daily_goods-demo-000016,08_daily_goods,08,d325c782e0f7cd1d,v2,500000,,,에디키즈,,,,,
08_daily_goods-demo-000017,08_daily_goods,08,7ae46b917023b1d7,v2,70285,,,한샘,,,,,
08_daily_goods-demo-000018,08_daily_goods,08,7fb2292126eb87b9,v2,400000,,,씨에스테크,,,,,
08_daily_goods-demo-000019,08_daily_goods,08,9cd23d7fdcccb68f,v2,180000,,,미라지가구,,,,,
08_daily_goods-demo-000020,08_daily_goods,08,7ae46b917023b1d7,v2,85670,,,한샘,,,,,
08_daily_goods-demo-000021,08_daily_goods,08,57e97cb86de28c12,v2,10000,,,보흥,,,,,
08_daily_goods-demo-000022,08_daily_goods,08,ee567cdb2ff2d25f,v2,0,,,핀란디아,,,,,
08_daily_goods-demo-000023,08_daily_goods,08,9cd23d7fdcccb68f,v2,180000,,,미라지가구,,,,,
08_daily_goods-demo-000024,08_daily_goods,08,907f9f90366eef5e,v2,80000,,,마켓비,,,,,
08_daily_goods-demo-000025,08_daily_goods,08,115bf0d759d08796,v2,100000,,,트리니홈,,,,,
08_daily_goods-demo-000026,08_daily_goods,08,1fe86105841cea65,v2,30000,,,카렉스,,,,,
08_daily_goods-demo-000027,08_daily_goods,08,7b005066562cd0b1,v2,4000,,,무인양품,,,,,
08_daily_goods-demo-000028,08_daily_goods,08,0c3ae3fdab2211d9,v2,130000,,,키티,,,,,
08_daily_goods-demo-000029,08_daily_goods,08,16576aaba4773485,v2,2123,,,누니큐,,,,,
08_daily_goods-demo-000030,08_daily_goods,08,7ae46b917023b1d7,v2,95774,,,한샘,,,,,
08_daily_goods-demo-000031,08_daily_goods,08,48165812a3fe2b42,v2,1000000,,,로보락,,,,,
08_daily_goods-demo-000032,08_daily_goods,08,419dd7fa05b171da,v2,77056,,,리바트,,,,,
08_daily_goods-demo-000033,08_daily_goods,08,85760f436c0aab87,v2,3000,,,이케아,,,,,
08_daily_goods-demo-000034,08_daily_goods,08,84d93153ad5945bf,v2,180000,,,desker,,,,,
08_daily_goods-demo-000035,08_daily_goods,08,85760f436c0aab87,v2,3000,,,이케아,,,,,
08_daily_goods-demo-000036,08_daily_goods,08,99b7bfe9d43be4ff,v2,2300000,,,USM,,,,,
08_daily_goods-demo-000037,08_daily_goods,08,6ba85a44b0152000,v2,75000,,,카레클린트,,,,,
08_daily_goods-demo-000038,08_daily_goods,08,d9bc4aa9fea008c0,v2,280000,,,Coca-Cola,,,,,
08_daily_goods-demo-000039,08_daily_goods,08,261f2d75a17aae42,v2,105000,,,세레스홈,,,,,
08_daily_goods-demo-000040,08_daily_goods,08,b4ec91150821d809,v2,60000,,,리케이,,,,,
08_daily_goods-demo-000041,08_daily_goods,08,1fe86105841cea65,v2,30000,,,카렉스,,,,,
08_daily_goods-demo-000042,08_daily_goods,08,03248d66161d7bb6,v2,40000,,,소르니아,,,,,
08_daily_goods-demo-000043,08_daily_goods,08,ca3ea09d36ae244d,v2,319000,,,카렉스,,,,,
08_daily_goods-demo-000044,08_daily_goods,08,d4079216305998a5,v2,80000,,,아이엔지홈,,,,,
08_daily_goods-demo-000045,08_daily_goods,08,9b29c7ddc941fa78,v2,280000,,,코카콜라,,,,,
08_daily_goods-demo-000046,08_daily_goods,08,b4ec91150821d809,v2,60000,,,리케이,,,,,
08_daily_goods-demo-000047,08_daily_goods,08,03248d66161d7bb6,v2,40000,,,페라리,,,,,
08_daily_goods-demo-000048,08_daily_goods,08,a414e87f746bdc4d,v2,130000,,,Hello Kitty,,,,,
08_daily_goods-demo-000049,08_daily_goods,08,7ae46b917023b1d7,v2,193756,,,한샘,,,,,
08_daily_goods-demo-000050,08_daily_goods,08,85760f436c0aab87,v2,150000,,,이케아,,,,,
08_daily_goods-demo-000051,08_daily_goods,08,693c5e4817403ea9,v2,3800000,,,세레스홈,,,,,
08_daily_goods-demo-000052,08_daily_goods,08,9687bb381bcf9847,v2,220000,,,일룸 iloom,,,,,
08_daily_goods-demo-000053,08_daily_goods,08,d558bfaa89bfbcb7,v2,100000,,,모던하우스,,,,,
08_daily_goods-demo-000054,08_daily_goods,08,7ae46b917023b1d7,v2,97755,,,한샘,,,,,
08_daily_goods-demo-000055,08_daily_goods,08,85760f436c0aab87,v2,30000,,,이케아,,,,,
08_daily_goods-demo-000056,08_daily_goods,08,6ba85a44b0152000,v2,75000,,,카레클린트,,,,,
08_daily_goods-demo-000057,08_daily_goods,08,36960462ea8de647,v2,200000,,,리샘,,,,,
08_daily_goods-demo-000058,08_daily_goods,08,352860c297b5d112,v2,10000,,,에브리봇,,,,,
08_daily_goods-demo-000059,08_daily_goods,08,aba2cfbf9c5da660,v2,39000,,,수납왕,,,,,
08_daily_goods-demo-000060,08_daily_goods,08,1fe86105841cea65,v2,30000,,,카렉스,,,,,
08_daily_goods-demo-000061,08_daily_goods,08,907f9f90366eef5e,v2,80000,,,마켓비,,,,,
08_daily_goods-demo-000062,08_daily_goods,08,a414e87f746bdc4d,v2,130000,,,리오가구,,,,,
08_daily_goods-demo-000063,08_daily_goods,08,9b29c7ddc941fa78,v2,280000,,,코카콜라,,,,,
08_daily_goods-demo-000064,08_daily_goods,08,419dd7fa05b171da,v2,36950,,,리바트,,,,,
08_daily_goods-demo-000065,08_daily_goods,08,419dd7fa05b171da,v2,30066,,,리바트,,,,,
08_daily_goods-demo-000066,08_daily_goods,08,419dd7fa05b171da,v2,17668,,,리바트,,,,,
08_daily_goods-demo-000067,08_daily_goods,08,8584298e2ca7f855,v2,380000,,,오르다,,,,,
08_daily_goods-demo-000068,08_daily_goods,08,2cbcd13b103333fd,v2,50000,,,웰존,,,,,
08_daily_goods-demo-000069,08_daily_goods,08,ee567cdb2ff2d25f,v2,0,,,핀란디아,,,,,
08_daily_goods-demo-000070,08_daily_goods,08,419dd7fa05b171da,v2,12715,,,이케아,,,,,
08_daily_goods-demo-000071,08_daily_goods,08,7b005066562cd0b1,v2,4000,,,무인양품,,,,,
08_daily_goods-demo-000072,08_daily_goods,08,16576aaba4773485,v2,2123,,,누니큐,,,,,
08_daily_goods-demo-000073,08_daily_goods,08,16576aaba4773485,v2,2123,,,누니큐,,,,,
08_daily_goods-demo-000074,08_daily_goods,08,f59d42ed2fac3af4,v2,70000,,,리오가구,,,,,
08_daily_goods-demo-000075,08_daily_goods,08,57e97cb86de28c12,v2,10000,,,폭스바겐,,,,,
08_daily_goods-demo-000076,08_daily_goods,08,16576aaba4773485,v2,2123,,,누니큐,,,,,
08_daily_goods-demo-000077,08_daily_goods,08,a414e87f746bdc4d,v2,130000,,,수납왕,,,,,
08_daily_goods-demo-000078,08_daily_goods,08,970014906da9e7ed,v2,350000,,,네일앤트리,,,,,
08_daily_goods-demo-000079,08_daily_goods,08,7ae46b917023b1d7,v2,159025,,,한샘,,,,,
08_daily_goods-demo-000080,08_daily_goods,08,0c3ae3fdab2211d9,v2,150000,,,키티,,,,,
08_daily_goods-demo-000081,08_daily_goods,08,7f9fe829f717607f,v2,189000,,,튜즐,,,,,
08_daily_goods-demo-000082,08_daily_goods,08,03248d66161d7bb6,v2,40000,,,소르니아,,,,,
08_daily_goods-demo-000083,08_daily_goods,08,37b00077c9f9f0eb,v2,27000,,,소하임,,,,,
08_daily_goods-demo-000084,08_daily_goods,08,d558bfaa89bfbcb7,v2,100000,,,모던하우스,,,,,
08_daily_goods-demo-000085,08_daily_goods,08,57e97cb86de28c12,v2,10000,,,폭스바겐,,,,,
08_daily_goods-demo-000086,08_daily_goods,08,57e97cb86de28c12,v2,10000,,,폭스바겐,,,,,
08_daily_goods-demo-000087,08_daily_goods,08,419dd7fa05b171da,v2,111194,,,리바트,,,,,
08_daily_goods-demo-000088,08_daily_goods,08,261f2d75a17aae42,v2,105000,,,세레스홈,,,,,
08_daily_goods-demo-000089,08_daily_goods,08,8584298e2ca7f855,v2,380000,,,오르다,,,,,
08_daily_goods-demo-000090,08_daily_goods,08,a414e87f746bdc4d,v2,130000,,,Hello Kitty,,,,,
08_daily_goods-demo-000091,08_daily_goods,08,419dd7fa05b171da,v2,22288,,,클린맥스,,,,,
