item_id,category_name,category_code,spec_key_hash,hash_version,used_price,brand,product_type,subtype,model_name,capacity_main,capacity_unit,door_type,freezer_position
07_home_appliances-demo-000000,07_home_appliances,07,a817fdda9361c0f2,v2,270000,LG,,,T18DT,,,,
07_home_appliances-demo-000001,07_home_appliances,07,4f8a1762aa664d22,v2,30000,LG,,,WF90F2522ACHY,,,,
07_home_appliances-demo-000002,07_home_appliances,07,6ca131856bcd58ef,v2,350000,엘지,,,F17WDBU,,,,
07_home_appliances-demo-000003,07_home_appliances,07,34616493786b05f0,v2,301034,삼성,,,FX24KNT,,,,
07_home_appliances-demo-000004,07_home_appliances,07,34616493786b05f0,v2,615642,삼성,,,WA19A8370KY,,,,
07_home_appliances-demo-000005,07_home_appliances,07,4f8a1762aa664d22,v2,125569,LG,,,RQ33J7363X6,,,,
07_home_appliances-demo-000006,07_home_appliances,07,4f8a1762aa664d22,v2,508285,LG,,,WA17M7850TV,,,,
07_home_appliances-demo-000007,07_home_appliances,07,53994f9c6b85d49c,v2,132000,캐리어,,,클라윈드 92L 슬림형,,,,
07_home_appliances-demo-000008,07_home_appliances,07,74d511667ad2d6c2,v2,350000,삼성,,,WF19T6000KW,,,,
07_home_appliances-demo-000009,07_home_appliances,07,04dd23fe1bb45fa8,v2,320000,엘지,,,T16DU,,,,
07_home_appliances-demo-000010,07_home_appliances,07,999fd159baf014a2,v2,350000,보만,,,DWF-18GCPC,,,,
07_home_appliances-demo-000011,07_home_appliances,07,5b37d169d1108dba,v2,320000,에베레스트,,,RF85K9032XD,,,,
07_home_appliances-demo-000012,07_home_appliances,07,3bfd4582574ca0f5,v2,340000,삼성,,,WD17N7550KP,,,,
07_home_appliances-demo-000013,07_home_appliances,07,1ed135c1e8727607,v2,335284,삼성,,,WA19A8370KV,,,,
07_home_appliances-demo-000014,07_home_appliances,07,4f8a1762aa664d22,v2,630703,삼성,,,WR20M9970KV,,,,
07_home_appliances-demo-000015,07_home_appliances,07,c90fbe50a6842bcd,v2,150000,코스텔,,,F2996NCZ1,,,,
07_home_appliances-demo-000016,07_home_appliances,07,34616493786b05f0,v2,901575,삼성,,,TR13ML2,,,,
07_home_appliances-demo-000017,07_home_appliances,07,55aa3f763d60df0e,v2,150000,현대큐밍,,,TR13ML2,,,,
07_home_appliances-demo-000018,07_home_appliances,07,b91b962c03aabd85,v2,10000000,LG,,,W824GTB172S,,,,
07_home_appliances-demo-000019,07_home_appliances,07,ba6d5df6ac353bba,v2,800000,위니아,,,T18DT,,,,
07_home_appliances-demo-000020,07_home_appliances,07,34616493786b05f0,v2,603785,삼성,,,WF23N9951KV,,,,
07_home_appliances-demo-000021,07_home_appliances,07,9095531fdc8e115a,v2,350000,삼성,,,WA17M7850TV,,,,
07_home_appliances-demo-000022,07_home_appliances,07,97cde34045fa69b3,v2,600000,삼성,,,45박스,,,,
07_home_appliances-demo-000023,07_home_appliances,07,d64587027765a37d,v2,60000,대웅모닝컴,,,WA30F1K6QSA,,,,
07_home_appliances-demo-000024,07_home_appliances,07,f78873cb1ce8186f,v2,1600000,라셀르,,,LCBD-1544RG,,,,
07_home_appliances-demo-000025,07_home_appliances,07,34616493786b05f0,v2,1001701,삼성,,,WD90F25AHT,,,,
07_home_appliances-demo-000026,07_home_appliances,07,c26bb879dbb3b3b8,v2,50000,삼성,,,SRT746BWFM,,,,
07_home_appliances-demo-000027,07_home_appliances,07,04dd23fe1bb45fa8,v2,320000,엘지,,,T16DU,,,,
07_home_appliances-demo-000028,07_home_appliances,07,14f52f3949e95767,v2,950000,LG,,,FX24KNT,,,,
07_home_appliances-demo-000029,07_home_appliances,07,3ff8e9f8d1f6d5d5,v2,120000,하이얼,,,ART82MDCL,,,,
07_home_appliances-demo-000030,07_home_appliances,07,c52edd4aed114605,v2,520000,스타리온,,,DWF-18GCPC,,,,
07_home_appliances-demo-000031,07_home_appliances,07,a05a33592c30a985,v2,300000,삼성전자,,,FR-S722RESK,,,,
07_home_appliances-demo-000032,07_home_appliances,07,1ed135c1e8727607,v2,360148,삼성,,,WA19A8370KV,,,,
07_home_appliances-demo-000033,07_home_appliances,07,87b5fc8be2c70d33,v2,470000,삼성,,,WV24R9930KP,,,,
07_home_appliances-demo-000034,07_home_appliances,07,13c76e16e334dfc4,v2,180000,대우,,,1200테이블,,,,
07_home_appliances-demo-000035,07_home_appliances,07,ce8c579b2634f6a8,v2,350000,LG,,,F14WQT,,,,
07_home_appliances-demo-000036,07_home_appliances,07,ce8c579b2634f6a8,v2,350000,LG,,,F14WQT,,,,
07_home_appliances-demo-000037,07_home_appliances,07,1ed135c1e8727607,v2,361487,삼성,,,F13D9NK2,,,,
07_home_appliances-demo-000038,07_home_appliances,07,383d5f31e0bf209b,v2,100000,미쉘,,,WA19A8370KV,,,,
07_home_appliances-demo-000039,07_home_appliances,07,d64587027765a37d,v2,60000,대웅모닝컴,,,FX24KNT,,,,
07_home_appliances-demo-000040,07_home_appliances,07,f9523863e1bda82b,v2,280000,삼성,,,WA19A8370KY,,,,
07_home_appliances-demo-000041,07_home_appliances,07,1ed135c1e8727607,v2,358704,삼성,,,FX24KNT,,,,
07_home_appliances-demo-000042,07_home_appliances,07,c90fbe50a6842bcd,v2,150000,코스텔,,,S831TS35,,,,
07_home_appliances-demo-000043,07_home_appliances,07,5470e77984817db3,v2,50000,삼성,,,WV24R9930KP,,,,
07_home_appliances-demo-000044,07_home_appliances,07,1445453841e413ce,v2,300000,LG,,,ZS57FBCTSXP,,,,
07_home_appliances-demo-000045,07_home_appliances,07,25d9605f0e1fcd0a,v2,290000,위니아,,,EWF18HEG,,,,
07_home_appliances-demo-000046,07_home_appliances,07,6813958bb4ef3340,v2,850000,LG,,,F21VDSK,,,,
07_home_appliances-demo-000047,07_home_appliances,07,1210af4b2fdba734,v2,330000,삼성,,,RF85K90K2SG,,,,
07_home_appliances-demo-000048,07_home_appliances,07,34616493786b05f0,v2,748628,삼성,,,SBS410D,,,,
07_home_appliances-demo-000049,07_home_appliances,07,34616493786b05f0,v2,824082,삼성,,,SRT746BWFM,,,,
07_home_appliances-demo-000050,07_home_appliances,07,b1f697842dd16c34,v2,200000,삼성전자,,,WA16CG6441BY,,,,
07_home_appliances-demo-000051,07_home_appliances,07,4f8a1762aa664d22,v2,628865,LG,,,F17WDBU,,,,
07_home_appliances-demo-000052,07_home_appliances,07,1ed135c1e8727607,v2,352626,삼성,,,WA19A8370KV,,,,
07_home_appliances-demo-000053,07_home_appliances,07,3db4365f15b312e1,v2,260000,삼성,,,RF90H9012XP,,,,
07_home_appliances-demo-000054,07_home_appliances,07,be87211ba2c5d75f,v2,270000,LG,,,R-S803MHW,,,,
07_home_appliances-demo-000055,07_home_appliances,07,d42ce4e242dd4944,v2,80000,삼성,,,WA10CG5441BW,,,,
07_home_appliances-demo-000056,07_home_appliances,07,1ed135c1e8727607,v2,347666,삼성,,,WA19A8370KV,,,,
07_home_appliances-demo-000057,07_home_appliances,07,ab63ffe6f8fe65e0,v2,280000,미홀,,,ZSW60L,,,,
07_home_appliances-demo-000058,07_home_appliances,07,ba6d5df6ac353bba,v2,414094,우성,,,HRF-SN418MFC,,,,
07_home_appliances-demo-000059,07_home_appliances,07,1445453841e413ce,v2,300000,삼성,,,ZS57FBCTSXP,,,,
