item_id,category_name,category_code,spec_key_hash,hash_version,used_price,item_type,subtype,brand,model_name,color_main,condition_grade,usage_period,material_main
02_furniture_interior-demo-000000,02_furniture_interior,02,9ca650d08f7678ec,v2,350000,,,Ergohuman,P2,,,,
02_furniture_interior-demo-000001,02_furniture_interior,02,33346677da181bea,v2,120000,,,듀오텍스,BR-S200C,,,,
02_furniture_interior-demo-000002,02_furniture_interior,02,6ef6aa004bf03a63,v2,13000000,,,퍼시스,체오스,,,,
02_furniture_interior-demo-000003,02_furniture_interior,02,5dc7b982ecba06fd,v2,35000,,,니스툴그로우,1300,,,,
02_furniture_interior-demo-000004,02_furniture_interior,02,ba51200fff4af9f9,v2,150000,,,루나랩,콰트로,,,,
02_furniture_interior-demo-000005,02_furniture_interior,02,7ae46b917023b1d7,v2,200000,,,한샘,LC1,,,,
02_furniture_interior-demo-000006,02_furniture_interior,02,e2f1bc19995e9a67,v2,77000,,,베스트리빙,CH4901,,,,
02_furniture_interior-demo-000007,02_furniture_interior,02,4d58e6af7db22869,v2,88000,,,FURSYS,CH4311A,,,,
02_furniture_interior-demo-000008,02_furniture_interior,02,1b9f9fc82aaa6f27,v2,15000,,,대우,콰트로,,,,
02_furniture_interior-demo-000009,02_furniture_interior,02,7ac023dcb0163f64,v2,130000,,,니스툴,expert,,,,
02_furniture_interior-demo-000010,02_furniture_interior,02,244a52b485dd054e,v2,300000,,,HILTON,와이미 애니 고무나무 원목 6인용 식탁 세트,,,,
02_furniture_interior-demo-000011,02_furniture_interior,02,77a2139f92a65e02,v2,250000,,,일룸,M090,,,,
02_furniture_interior-demo-000012,02_furniture_interior,02,fc1d94e265c54cdb,v2,230000,,,장인가구,칸토르,,,,
02_furniture_interior-demo-000013,02_furniture_interior,02,d558bfaa89bfbcb7,v2,70000,,,모던하우스,Bif,,,,
02_furniture_interior-demo-000014,02_furniture_interior,02,2956026e3840ce93,v2,180000,,,퍼시스,더팬텀ll 브레인,,,,
02_furniture_interior-demo-000015,02_furniture_interior,02,eccb0c4b24323f31,v2,154000,,,한샘,CHN4300RH,,,,
02_furniture_interior-demo-000016,02_furniture_interior,02,07612a23eae706f6,v2,15000,,,커블,키즈 핑크,,,,
02_furniture_interior-demo-000017,02_furniture_interior,02,58011b0164941aad,v2,65000,,,뉴월드,키즈 핑크,,,,
02_furniture_interior-demo-000018,02_furniture_interior,02,c1f70f347e607dc1,v2,80000,,,데스커,마이사이즈체어 XL,,,,
02_furniture_interior-demo-000019,02_furniture_interior,02,d0e4e0c79d1496d6,v2,400000,,,FRITZ HANSEN,CHN4300RH,,,,
02_furniture_interior-demo-000020,02_furniture_interior,02,a386ef94e644d65a,v2,70000,,,두닷,1300,,,,
02_furniture_interior-demo-000021,02_furniture_interior,02,9a365be035ede42a,v2,10640,,,IKEA,IDASEN,,,,
02_furniture_interior-demo-000022,02_furniture_interior,02,1097889a949276ee,v2,330000,,,프리츠한센,세븐체어,,,,
02_furniture_interior-demo-000023,02_furniture_interior,02,7ae46b917023b1d7,v2,200000,,,한샘,LC1,,,,
02_furniture_interior-demo-000024,02_furniture_interior,02,41d5aaa558f778ef,v2,121000,,,퍼시스,CH0015WAF,,,,
02_furniture_interior-demo-000025,02_furniture_interior,02,9794021d730cc420,v2,130000,,,일룸,이타카네오,,,,
02_furniture_interior-demo-000026,02_furniture_interior,02,ef27ea5c856d5f6d,v2,165000,,,퍼시스,FAD015,,,,
02_furniture_interior-demo-000027,02_furniture_interior,02,ee567cdb2ff2d25f,v2,0,,,핀란디아,P2,,,,
02_furniture_interior-demo-000028,02_furniture_interior,02,74e16f23a4f3c754,v2,120000,,,퍼시스,GD001 1600L,,,,
