item_id,category_name,category_code,spec_key_hash,hash_version,used_price,species,main_item_type,brand,product_name,size_label,material_main,color_main,dimensions_cm
12_pet_supplies-demo-000000,12_pet_supplies,12,4df87dd75d364f74,v2,200000,,,밀리옹,,,,,
12_pet_supplies-demo-000001,12_pet_supplies,12,d79dfdc6440fa2f3,v2,12345,,,포펫츠온리,,,,,
12_pet_supplies-demo-000002,12_pet_supplies,12,390eb22565c2212c,v2,10000,,,우아지오,,,,,
12_pet_supplies-demo-000003,12_pet_supplies,12,7415cce91599d63a,v2,220000,,,러프웨어,,,,,
12_pet_supplies-demo-000004,12_pet_supplies,12,9900351b99b7eb15,v2,50000,,,수잔랜시,,,,,
12_pet_supplies-demo-000005,12_pet_supplies,12,390eb22565c2212c,v2,10000,,,우아지오,,,,,
12_pet_supplies-demo-000006,12_pet_supplies,12,70f5e9761464c327,v2,70000,,,크레용펫,,,,,
12_pet_supplies-demo-000007,12_pet_supplies,12,ba6638343d2fce95,v2,30000,,,칸독,,,,,
12_pet_supplies-demo-000008,12_pet_supplies,12,96d8b2758e6d5b59,v2,200000,,,FOR PETS ONLY,,,,,
12_pet_supplies-demo-000009,12_pet_supplies,12,32ef7300ccd0449f,v2,14000,,,지독,,,,,
12_pet_supplies-demo-000010,12_pet_supplies,12,9dc64cc49e30364f,v2,200000,,,BPF,,,,,
12_pet_supplies-demo-000011,12_pet_supplies,12,c75626c44b1c51c0,v2,15000,,,펫502,,,,,
12_pet_supplies-demo-000012,12_pet_supplies,12,2de9e0fe04ce7c90,v2,30000,,,일로,,,,,
12_pet_supplies-demo-000013,12_pet_supplies,12,bc1608af9129abf7,v2,200000,,,트릴로,,,,,
12_pet_supplies-demo-000014,12_pet_supplies,12,77a2139f92a65e02,v2,290126,,,일룸,,,,,
12_pet_supplies-demo-000015,12_pet_supplies,12,bb1a379fb9db2de4,v2,20000,,,버디부,,,,,
12_pet_supplies-demo-000016,12_pet_supplies,12,9be487745fecefc3,v2,8000,,,보들랑,,,,,
12_pet_supplies-demo-000017,12_pet_supplies,12,3f61c892bbd831da,v2,150000,,,인히어런트,,,,,
12_pet_supplies-demo-000018,12_pet_supplies,12,f1aa20f26a005a0f,v2,150000,,,펫코본,,,,,
12_pet_supplies-demo-000019,12_pet_supplies,12,850415066900a8b3,v2,18000,,,밀크앤페퍼,,,,,
12_pet_supplies-demo-000020,12_pet_supplies,12,3f61c892bbd831da,v2,5900,,,인히어런트,,,,,
12_pet_supplies-demo-000021,12_pet_supplies,12,4084ebd08c6061aa,v2,25000,,,펫랑,,,,,
12_pet_supplies-demo-000022,12_pet_supplies,12,9be487745fecefc3,v2,8000,,,보들랑,,,,,
12_pet_supplies-demo-000023,12_pet_supplies,12,9175ae438bcaf3bc,v2,12000,,,리플렉트,,,,,
12_pet_supplies-demo-000024,12_pet_supplies,12,77a2139f92a65e02,v2,339580,,,일룸,,,,,
12_pet_supplies-demo-000025,12_pet_supplies,12,2728b79b54145d2c,v2,27467,,,러프웨어,,,,,
12_pet_supplies-demo-000026,12_pet_supplies,12,1f5fbee3d61ab16f,v2,177063,,,그린웨일,,,,,
12_pet_supplies-demo-000027,12_pet_supplies,12,3587d2ab7924c8ed,v2,100000,,,가또블랑코,,,,,
12_pet_supplies-demo-000028,12_pet_supplies,12,a2020031a0fcab1f,v2,330000,,,키튼박스,,,,,
12_pet_supplies-demo-000029,12_pet_supplies,12,cb4fe6a77fa2d54f,v2,45000,,,펫랑,,,,,
12_pet_supplies-demo-000030,12_pet_supplies,12,f2ac006df34274f0,v2,24000,,,꼬순내,,,,,
12_pet_supplies-demo-000031,12_pet_supplies,12,a5fc2faa924bd8b4,v2,10000,,,Monello,,,,,
12_pet_supplies-demo-000032,12_pet_supplies,12,429813e1a30bc9c5,v2,17000,,,분독,,,,,
12_pet_supplies-demo-000033,12_pet_supplies,12,2aeb1c2f408c5014,v2,40000,,,젠에보,,,,,
12_pet_supplies-demo-000034,12_pet_supplies,12,f8a9ea7e742d0847,v2,150000,,,캣네스트,,,,,
12_pet_supplies-demo-000035,12_pet_supplies,12,3f61c892bbd831da,v2,9000,,,인히어런트,,,,,
12_pet_supplies-demo-000036,12_pet_supplies,12,1f5fbee3d61ab16f,v2,177579,,,그린웨일,,,,,
12_pet_supplies-demo-000037,12_pet_supplies,12,669da6c77299478c,v2,30000,,,KONG,,,,,
12_pet_supplies-demo-000038,12_pet_supplies,12,177df9b3ecdd3dcf,v2,90000,,,스포티앤리치,,,,,
12_pet_supplies-demo-000039,12_pet_supplies,12,d79dfdc6440fa2f3,v2,180000,,,포펫츠온리,,,,,
12_pet_supplies-demo-000040,12_pet_supplies,12,438bf49c4b9fd607,v2,50000,,,HAY,,,,,
12_pet_supplies-demo-000041,12_pet_supplies,12,1c01512c0f4100f7,v2,450000,,,가리모쿠,,,,,
12_pet_supplies-demo-000042,12_pet_supplies,12,38fd7d39cd140876,v2,30000,,,고아웃클럽,,,,,
12_pet_supplies-demo-000043,12_pet_supplies,12,a2020031a0fcab1f,v2,330000,,,키튼박스,,,,,
12_pet_supplies-demo-000044,12_pet_supplies,12,21f685ad9ced5213,v2,80000,,,하울팟,,,,,
12_pet_supplies-demo-000045,12_pet_supplies,12,575e7da8cf2d88b9,v2,200000,,,크로노,,,,,
12_pet_supplies-demo-000046,12_pet_supplies,12,d79dfdc6440fa2f3,v2,12345,,,포펫츠온리,,,,,
12_pet_supplies-demo-000047,12_pet_supplies,12,f1aa20f26a005a0f,v2,150000,,,펫코본,,,,,
12_pet_supplies-demo-000048,12_pet_supplies,12,786c5f80f8955143,v2,6000,,,cocodog,,,,,
12_pet_supplies-demo-000049,12_pet_supplies,12,bc1608af9129abf7,v2,200000,,,트릴로,,,,,
12_pet_supplies-demo-000050,12_pet_supplies,12,b04a468297ab5059,v2,50000,,,마르디메크르디,,,,,
12_pet_supplies-demo-000051,12_pet_supplies,12,9175ae438bcaf3bc,v2,12000,,,리플렉트,,,,,
12_pet_supplies-demo-000052,12_pet_supplies,12,77a2139f92a65e02,v2,321144,,,일룸,,,,,
12_pet_supplies-demo-000053,12_pet_supplies,12,1c01512c0f4100f7,v2,450000,,,가리모쿠,,,,,
12_pet_supplies-demo-000054,12_pet_supplies,12,ad115f3289efbe4d,v2,400000,,,파이피,,,,,
12_pet_supplies-demo-000055,12_pet_supplies,12,2728b79b54145d2c,v2,27961,,,러프웨어,,,,,
12_pet_supplies-demo-000056,12_pet_supplies,12,2728b79b54145d2c,v2,24891,,,러프웨어,,,,,
12_pet_supplies-demo-000057,12_pet_supplies,12,77a2139f92a65e02,v2,248193,,,일룸,,,,,
12_pet_supplies-demo-000058,12_pet_supplies,12,4084ebd08c6061aa,v2,25000,,,메이킷,,,,,
12_pet_supplies-demo-000059,12_pet_supplies,12,bc1608af9129abf7,v2,200000,,,트릴로,,,,,
12_pet_supplies-demo-000060,12_pet_supplies,12,2de9e0fe04ce7c90,v2,30000,,,일로,,,,,
12_pet_supplies-demo-000061,12_pet_supplies,12,2728b79b54145d2c,v2,24027,,,펫502,,,,,
12_pet_supplies-demo-000062,12_pet_supplies,12,ee7610abeceb1540,v2,35000,,,고프,,,,,
12_pet_supplies-demo-000063,12_pet_supplies,12,9be487745fecefc3,v2,8000,,,보들랑,,,,,
12_pet_supplies-demo-000064,12_pet_supplies,12,c11ad2e65211e33f,v2,30000,,,바잇미,,,,,
12_pet_supplies-demo-000065,12_pet_supplies,12,77a2139f92a65e02,v2,247242,,,일룸,,,,,
12_pet_supplies-demo-000066,12_pet_supplies,12,1c01512c0f4100f7,v2,450000,,,가리모쿠,,,,,
12_pet_supplies-demo-000067,12_pet_supplies,12,32d9d858f5a9893d,v2,100000,,,베리마치,,,,,
12_pet_supplies-demo-000068,12_pet_supplies,12,2728b79b54145d2c,v2,25505,,,러프웨어,,,,,
12_pet_supplies-demo-000069,12_pet_supplies,12,1c01512c0f4100f7,v2,450000,,,가리모쿠,,,,,
12_pet_supplies-demo-000070,12_pet_supplies,12,43c0089a9bbb2d76,v2,230000,,,윈팩토리,,,,,
12_pet_supplies-demo-000071,12_pet_supplies,12,96d8b2758e6d5b59,v2,200000,,,FOR PETS ONLY,,,,,
12_pet_supplies-demo-000072,12_pet_supplies,12,cb4fe6a77fa2d54f,v2,45000,,,펫랑,,,,,
12_pet_supplies-demo-000073,12_pet_supplies,12,901d539e89aed120,v2,100000,,,모노케츠,,,,,
12_pet_supplies-demo-000074,12_pet_supplies,12,e110752c6496e8c0,v2,20000,,,kmmmm,,,,,
12_pet_supplies-demo-000075,12_pet_supplies,12,bc1608af9129abf7,v2,200000,,,트릴로,,,,,
12_pet_supplies-demo-000076,12_pet_supplies,12,901d539e89aed120,v2,100000,,,모노케츠,,,,,
12_pet_supplies-demo-000077,12_pet_supplies,12,9dc64cc49e30364f,v2,200000,,,위드어스,,,,,
12_pet_supplies-demo-000078,12_pet_supplies,12,f6f7c3e20fda4458,v2,90000,,,Sporty & Rich,,,,,
12_pet_supplies-demo-000079,12_pet_supplies,12,4be26ed1c9188f77,v2,45000,,,테일하이,,,,,
12_pet_supplies-demo-000080,12_pet_supplies,12,9175ae438bcaf3bc,v2,12000,,,리플렉트,,,,,
12_pet_supplies-demo-000081,12_pet_supplies,12,177df9b3ecdd3dcf,v2,90000,,,스포티앤리치,,,,,
12_pet_supplies-demo-000082,12_pet_supplies,12,2728b79b54145d2c,v2,24557,,,러프웨어,,,,,
12_pet_supplies-demo-000083,12_pet_supplies,12,1f5fbee3d61ab16f,v2,207902,,,그린웨일,,,,,
12_pet_supplies-demo-000084,12_pet_supplies,12,2728b79b54145d2c,v2,29211,,,러프웨어,,,,,
12_pet_supplies-demo-000085,12_pet_supplies,12,91382fd0e4bad0ad,v2,5000,,,캐스키드슨,,,,,
12_pet_supplies-demo-000086,12_pet_supplies,12,38fd7d39cd140876,v2,30000,,,고아웃클럽,,,,,
12_pet_supplies-demo-000087,12_pet_supplies,12,177df9b3ecdd3dcf,v2,90000,,,스포티앤리치,,,,,
12_pet_supplies-demo-000088,12_pet_supplies,12,4df87dd75d364f74,v2,200000,,,밀리옹,,,,,
12_pet_supplies-demo-000089,12_pet_supplies,12,2aeb1c2f408c5014,v2,40000,,,아카디아 트레일,,,,,
12_pet_supplies-demo-000090,12_pet_supplies,12,77a2139f92a65e02,v2,416012,,,일룸,,,,,
12_pet_supplies-demo-000091,12_pet_supplies,12,295272906f2be41c,v2,40000,,,텔레팟,,,,,
12_pet_supplies-demo-000092,12_pet_supplies,12,1f5fbee3d61ab16f,v2,214816,,,그린웨일,,,,,
12_pet_supplies-demo-000093,12_pet_supplies,12,1f5fbee3d61ab16f,v2,173802,,,그린웨일,,,,,
12_pet_supplies-demo-000094,12_pet_supplies,12,1f5fbee3d61ab16f,v2,192550,,,그린웨일,,,,,
12_pet_supplies-demo-000095,12_pet_supplies,12,77a2139f92a65e02,v2,326217,,,디바피스,,,,,
12_pet_supplies-demo-000096,12_pet_supplies,12,ba6638343d2fce95,v2,40000,,,일로,,,,,
12_pet_supplies-demo-000097,12_pet_supplies,12,2b3aa49fa5719ecf,v2,21000,,,우아지오,,,,,
12_pet_supplies-demo-000098,12_pet_supplies,12,3587d2ab7924c8ed,v2,200000,,,가또블랑코,,,,,
12_pet_supplies-demo-000099,12_pet_supplies,12,4c61d0e63c771631,v2,16000,,,아이캔더,,,,,
12_pet_supplies-demo-000100,12_pet_supplies,12,ee7610abeceb1540,v2,35000,,,고프,,,,,
12_pet_supplies-demo-000101,12_pet_supplies,12,98a0dbba59f626ed,v2,80000,,,개과천선 어몽드,,,,,
12_pet_supplies-demo-000102,12_pet_supplies,12,77a2139f92a65e02,v2,252525,,,일룸,,,,,
12_pet_supplies-demo-000103,12_pet_supplies,12,ad3fe3911d069786,v2,310000,,,퍼르르펙트,,,,,
12_pet_supplies-demo-000104,12_pet_supplies,12,3587d2ab7924c8ed,v2,300000,,,가또블랑코,,,,,
12_pet_supplies-demo-000105,12_pet_supplies,12,429813e1a30bc9c5,v2,17000,,,분독,,,,,
12_pet_supplies-demo-000106,12_pet_supplies,12,2728b79b54145d2c,v2,24557,,,러프웨어,,,,,
12_pet_supplies-demo-000107,12_pet_supplies,12,ad115f3289efbe4d,v2,400000,,,찰리스백야드,,,,,
12_pet_supplies-demo-000108,12_pet_supplies,12,2728b79b54145d2c,v2,24652,,,러프웨어,,,,,
12_pet_supplies-demo-000109,12_pet_supplies,12,77a2139f92a65e02,v2,274903,,,일룸,,,,,
12_pet_supplies-demo-000110,12_pet_supplies,12,e1816f73574b127e,v2,20000,,,Monello,,,,,
12_pet_supplies-demo-000111,12_pet_supplies,12,4be26ed1c9188f77,v2,45000,,,테일하이,,,,,
12_pet_supplies-demo-000112,12_pet_supplies,12,438bf49c4b9fd607,v2,27000,,,HAY,,,,,
12_pet_supplies-demo-000113,12_pet_supplies,12,91382fd0e4bad0ad,v2,5000,,,캐스키드슨,,,,,
12_pet_supplies-demo-000114,12_pet_supplies,12,177df9b3ecdd3dcf,v2,90000,,,스포티앤리치,,,,,
12_pet_supplies-demo-000115,12_pet_supplies,12,12d3c058b993724e,v2,8000,,,Seiwa Pro,,,,,
12_pet_supplies-demo-000116,12_pet_supplies,12,1f5fbee3d61ab16f,v2,181120,,,그린웨일,,,,,
12_pet_supplies-demo-000117,12_pet_supplies,12,2de9e0fe04ce7c90,v2,30000,,,일로,,,,,
12_pet_supplies-demo-000118,12_pet_supplies,12,1f5fbee3d61ab16f,v2,189679,,,그린웨일,,,,,
12_pet_supplies-demo-000119,12_pet_supplies,12,f8a9ea7e742d0847,v2,150000,,,캣네스트,,,,,
12_pet_supplies-demo-000120,12_pet_supplies,12,a7964d5ee9ebcdc7,v2,300000,,,와우캣,,,,,
12_pet_supplies-demo-000121,12_pet_supplies,12,a7964d5ee9ebcdc7,v2,300001,,,와우캣,,,,,
12_pet_supplies-demo-000122,12_pet_supplies,12,3f61c892bbd831da,v2,150000,,,인히어런트,,,,,
12_pet_supplies-demo-000123,12_pet_supplies,12,38fd7d39cd140876,v2,30000,,,고아웃클럽,,,,,
12_pet_supplies-demo-000124,12_pet_supplies,12,2728b79b54145d2c,v2,26514,,,러프웨어,,,,,
12_pet_supplies-demo-000125,12_pet_supplies,12,e110752c6496e8c0,v2,20000,,,kmmmm,,,,,
12_pet_supplies-demo-000126,12_pet_supplies,12,390eb22565c2212c,v2,10000,,,우아지오,,,,,
12_pet_supplies-demo-000127,12_pet_supplies,12,429813e1a30bc9c5,v2,17000,,,분독,,,,,
12_pet_supplies-demo-000128,12_pet_supplies,12,cba0b073d7e1dec6,v2,50000,,,텔레팟,,,,,
12_pet_supplies-demo-000129,12_pet_supplies,12,2aeb1c2f408c5014,v2,40000,,,아카디아 트레일,,,,,
12_pet_supplies-demo-000130,12_pet_supplies,12,e1816f73574b127e,v2,20000,,,Monello,,,,,
12_pet_supplies-demo-000131,12_pet_supplies,12,1f5fbee3d61ab16f,v2,217032,,,인히어런트,,,,,
12_pet_supplies-demo-000132,12_pet_supplies,12,957fd554333ad9b8,v2,120000,,,이나모라다,,,,,
12_pet_supplies-demo-000133,12_pet_supplies,12,4b8b6ba83d9026d5,v2,100000,,,캣츠드림,,,,,
12_pet_supplies-demo-000134,12_pet_supplies,12,77a2139f92a65e02,v2,247624,,,와우캣,,,,,
12_pet_supplies-demo-000135,12_pet_supplies,12,901d539e89aed120,v2,100000,,,모노케츠,,,,,
12_pet_supplies-demo-000136,12_pet_supplies,12,9dc64cc49e30364f,v2,200000,,,BPF,,,,,
12_pet_supplies-demo-000137,12_pet_supplies,12,77a2139f92a65e02,v2,260421,,,일룸,,,,,
12_pet_supplies-demo-000138,12_pet_supplies,12,7415cce91599d63a,v2,150000,,,디어캣,,,,,
12_pet_supplies-demo-000139,12_pet_supplies,12,3f61c892bbd831da,v2,9000,,,인히어런트,,,,,
12_pet_supplies-demo-000140,12_pet_supplies,12,43c0089a9bbb2d76,v2,230000,,,오브바이포,,,,,
12_pet_supplies-demo-000141,12_pet_supplies,12,1f5fbee3d61ab16f,v2,189702,,,그린웨일,,,,,
12_pet_supplies-demo-000142,12_pet_supplies,12,f1aa20f26a005a0f,v2,150000,,,펫코본,,,,,
12_pet_supplies-demo-000143,12_pet_supplies,12,786c5f80f8955143,v2,6000,,,cocodog,,,,,
12_pet_supplies-demo-000144,12_pet_supplies,12,528dad5b5b55044a,v2,35000,,,몰소,,,,,
12_pet_supplies-demo-000145,12_pet_supplies,12,77a2139f92a65e02,v2,248183,,,일룸,,,,,
12_pet_supplies-demo-000146,12_pet_supplies,12,4df87dd75d364f74,v2,920000,,,밀리옹,,,,,
