item_id,category_name,category_code,spec_key_hash,hash_version,used_price,brand,product_type,subtype,model_name,capacity_main,capacity_unit,door_type,freezer_position
07_home_appliances-training-000000,07_home_appliances,07,a817fdda9361c0f2,v2,270000,LG,,,T18DT,,,,
07_home_appliances-training-000001,07_home_appliances,07,4f8a1762aa664d22,v2,394959,LG,,,WD17N7550KP,,,,
07_home_appliances-training-000002,07_home_appliances,07,e06d46b99c086d81,v2,620000,LG,,,F17WDBU,,,,
07_home_appliances-training-000003,07_home_appliances,07,34616493786b05f0,v2,583727,삼성,,,SR-V18EIEM,,,,
07_home_appliances-training-000004,07_home_appliances,07,34616493786b05f0,v2,720122,삼성,,,WV24R9980KV,,,,
07_home_appliances-training-000005,07_home_appliances,07,6ca131856bcd58ef,v2,300000,엘지,,,WA19A8370KV,,,,
07_home_appliances-training-000006,07_home_appliances,07,6813958bb4ef3340,v2,850000,LG,,,F21VDSK,,,,
07_home_appliances-training-000007,07_home_appliances,07,6b763dfa772ef9df,v2,310000,LG,,,R-D573GQZW,,,,
07_home_appliances-training-000008,07_home_appliances,07,52ada171e75a64c8,v2,400000,LG전자,,,B502W33,,,,
07_home_appliances-training-000009,07_home_appliances,07,34616493786b05f0,v2,471393,삼성,,,fab32,,,,
07_home_appliances-training-000010,07_home_appliances,07,4f8a1762aa664d22,v2,311519,LG,,,F14SQT,,,,
07_home_appliances-training-000011,07_home_appliances,07,e1e916951817d79b,v2,150000,위니아,,,mini,,,,
07_home_appliances-training-000012,07_home_appliances,07,f2f2f28770a3ee76,v2,400000,삼성,,,RH62J8000SLB,,,,
07_home_appliances-training-000013,07_home_appliances,07,1ed135c1e8727607,v2,348870,삼성,,,WA19A8370KV,,,,
07_home_appliances-training-000014,07_home_appliances,07,29c7e59d340fdfc6,v2,130000,삼성,,,WA30F1K6QSA,,,,
07_home_appliances-training-000015,07_home_appliances,07,90f8752928e2c3e8,v2,160000,대우루컴즈,,,ZSW60L,,,,
07_home_appliances-training-000016,07_home_appliances,07,1210af4b2fdba734,v2,330000,삼성,,,RF85K90K2SG,,,,
07_home_appliances-training-000017,07_home_appliances,07,cfb72f70fb5e639e,v2,220000,LG,,,F4999NT2Z,,,,
07_home_appliances-training-000018,07_home_appliances,07,669d69d1da24a10c,v2,1500000,벤츠,,,A223 820 0400,,,,
07_home_appliances-training-000019,07_home_appliances,07,97cde34045fa69b3,v2,600000,그랜드우성,,,45박스,,,,
07_home_appliances-training-000020,07_home_appliances,07,04dd23fe1bb45fa8,v2,320000,엘지,,,T16DU,,,,
07_home_appliances-training-000021,07_home_appliances,07,797ff0e2820f01a2,v2,130000,LG,,,F13D9NK2,,,,
07_home_appliances-training-000022,07_home_appliances,07,4f8a1762aa664d22,v2,329905,LG,,,WA17M7850TV,,,,
07_home_appliances-training-000023,07_home_appliances,07,1ed135c1e8727607,v2,348731,삼성,,,WA19A8370KV,,,,
07_home_appliances-training-000024,07_home_appliances,07,2c117415dfc09ad9,v2,970000,스타리온,,,SR-V18EIEM,,,,
07_home_appliances-training-000025,07_home_appliances,07,4f8a1762aa664d22,v2,313153,LG,,,F13D9NK2,,,,
07_home_appliances-training-000026,07_home_appliances,07,2ff860455fd2e633,v2,450000,쿠잉전자,,,F21VBT,,,,
07_home_appliances-training-000027,07_home_appliances,07,d012b2a6a69d9fe2,v2,320000,삼성,,,RF85M91227L,,,,
07_home_appliances-training-000028,07_home_appliances,07,34616493786b05f0,v2,338378,삼성,,,W824GTB172S,,,,
07_home_appliances-training-000029,07_home_appliances,07,ba6d5df6ac353bba,v2,504688,우성,,,WF90F2522ACHY,,,,
07_home_appliances-training-000030,07_home_appliances,07,2ea3568032e50657,v2,320000,삼성,,,RF85M91627X,,,,
07_home_appliances-training-000031,07_home_appliances,07,35d803d02bcaa156,v2,130000,클라쎄,,,GWF15GDGK,,,,
07_home_appliances-training-000032,07_home_appliances,07,04dd23fe1bb45fa8,v2,320000,엘지,,,T16DU,,,,
07_home_appliances-training-000033,07_home_appliances,07,34616493786b05f0,v2,234259,삼성,,,RF85M91227L,,,,
07_home_appliances-training-000034,07_home_appliances,07,d49fed4a711c288d,v2,3180000,삼성,,,WF90F2522ACHY,,,,
07_home_appliances-training-000035,07_home_appliances,07,999fd159baf014a2,v2,350000,보만,,,DWF-18GCPC,,,,
07_home_appliances-training-000036,07_home_appliances,07,098ebd1ea9c3d6c3,v2,3200000,삼성,,,WD90F25AHT,,,,
07_home_appliances-training-000037,07_home_appliances,07,fc12dff3b3d0033c,v2,290000,딤채,,,CDQ47BKMUH,,,,
07_home_appliances-training-000038,07_home_appliances,07,5b37d169d1108dba,v2,320000,삼성,,,RF85K9032XD,,,,
07_home_appliances-training-000039,07_home_appliances,07,34616493786b05f0,v2,810839,삼성,,,F35VC,,,,
07_home_appliances-training-000040,07_home_appliances,07,3578a7694ff4e455,v2,280000,삼성,,,RB30R4051B1,,,,
07_home_appliances-training-000041,07_home_appliances,07,14f52f3949e95767,v2,950000,LG,,,FX24KNT,,,,
07_home_appliances-training-000042,07_home_appliances,07,44b37fb029053a7d,v2,150000,삼성전자,,,FR9WK,,,,
07_home_appliances-training-000043,07_home_appliances,07,25f659d55d19efe2,v2,200000,삼성전자,,,RH81R8040SA,,,,
07_home_appliances-training-000044,07_home_appliances,07,4f8a1762aa664d22,v2,118808,LG,,,WV24R9930KP,,,,
07_home_appliances-training-000045,07_home_appliances,07,53994f9c6b85d49c,v2,132000,캐리어,,,클라윈드 92L 슬림형,,,,
07_home_appliances-training-000046,07_home_appliances,07,c52edd4aed114605,v2,520000,스타리온,,,WV24R9930KP,,,,
07_home_appliances-training-000047,07_home_appliances,07,fac9d78afc5527f5,v2,200000,LG,,,S831TS35,,,,
07_home_appliances-training-000048,07_home_appliances,07,6b763dfa772ef9df,v2,310000,LG,,,R-D573GQZW,,,,
07_home_appliances-training-000049,07_home_appliances,07,34616493786b05f0,v2,278911,삼성,,,FR-S722RESK,,,,
07_home_appliances-training-000050,07_home_appliances,07,34616493786b05f0,v2,397651,삼성,,,FR-S722RESK,,,,
07_home_appliances-training-000051,07_home_appliances,07,cfb72f70fb5e639e,v2,220000,LG,,,F4999NT2Z,,,,
07_home_appliances-training-000052,07_home_appliances,07,d49fed4a711c288d,v2,3180000,삼성,,,WF90F2522ACHY,,,,
07_home_appliances-training-000053,07_home_appliances,07,1236dd9fdc06d71d,v2,350000,LG,,,F19VBW / F35VC,,,,
07_home_appliances-training-000054,07_home_appliances,07,34616493786b05f0,v2,518127,삼성,,,RH62J8000SLB,,,,
07_home_appliances-training-000055,07_home_appliances,07,cfc1e40c98efeb9f,v2,650000,삼성,,,WW10TP34DSG / DV90T5740SE,,,,
07_home_appliances-training-000056,07_home_appliances,07,34616493786b05f0,v2,308051,삼성,,,TR13ML2,,,,
07_home_appliances-training-000057,07_home_appliances,07,b1fbbdfe29f5044c,v2,260000,하이메이드,,,HRF-SN418MFC,,,,
07_home_appliances-training-000058,07_home_appliances,07,6ca131856bcd58ef,v2,300000,엘지,,,T18DT,,,,
07_home_appliances-training-000059,07_home_appliances,07,29cb40ea6dc35d97,v2,500000,유니크,,,RF85K90K2SG,,,,
07_home_appliances-training-000060,07_home_appliances,07,35d803d02bcaa156,v2,130000,클라쎄,,,GWF15GDGK,,,,
07_home_appliances-training-000061,07_home_appliances,07,51505cd946bf9831,v2,200000,LG전자,,,D332MBE34,,,,
07_home_appliances-training-000062,07_home_appliances,07,cfc1e40c98efeb9f,v2,650000,삼성,,,WW10TP34DSG / DV90T5740SE,,,,
07_home_appliances-training-000063,07_home_appliances,07,fc12dff3b3d0033c,v2,290000,딤채,,,CDQ47BKMUH,,,,
07_home_appliances-training-000064,07_home_appliances,07,922c76ff866a70f1,v2,360000,LG,,,F21VBT,,,,
07_home_appliances-training-000065,07_home_appliances,07,6ca131856bcd58ef,v2,650000,엘지,,,FX24KNT / RG19EN,,,,
07_home_appliances-training-000066,07_home_appliances,07,087122d39424a790,v2,260000,엘지,,,T15ST,,,,
07_home_appliances-training-000067,07_home_appliances,07,b1fbbdfe29f5044c,v2,260000,하이메이드,,,HRF-SN418MFC,,,,
07_home_appliances-training-000068,07_home_appliances,07,c90fbe50a6842bcd,v2,150000,코스텔,,,F13D9NK2,,,,
07_home_appliances-training-000069,07_home_appliances,07,34616493786b05f0,v2,825493,삼성,,,T15ST,,,,
07_home_appliances-training-000070,07_home_appliances,07,ba6d5df6ac353bba,v2,352890,우성,,,F17WDBU,,,,
07_home_appliances-training-000071,07_home_appliances,07,34616493786b05f0,v2,887351,삼성,,,RF85K9032XD,,,,
07_home_appliances-training-000072,07_home_appliances,07,d2c799da062569aa,v2,350000,LG,,,K332SS13,,,,
07_home_appliances-training-000073,07_home_appliances,07,6ca131856bcd58ef,v2,350000,엘지,,,WA19A8370KV,,,,
07_home_appliances-training-000074,07_home_appliances,07,9095531fdc8e115a,v2,350000,삼성,,,WA17M7850TV,,,,
07_home_appliances-training-000075,07_home_appliances,07,4f8a1762aa664d22,v2,376427,LG,,,R-D573GQZW,,,,
07_home_appliances-training-000076,07_home_appliances,07,5118dc2640c0d2b7,v2,250000,LG,,,B505S,,,,
07_home_appliances-training-000077,07_home_appliances,07,97cde34045fa69b3,v2,600000,그랜드우성,,,45박스,,,,
07_home_appliances-training-000078,07_home_appliances,07,53994f9c6b85d49c,v2,132000,캐리어,,,클라윈드 92L 슬림형,,,,
07_home_appliances-training-000079,07_home_appliances,07,9095531fdc8e115a,v2,350000,삼성,,,WA17M7850TV,,,,
07_home_appliances-training-000080,07_home_appliances,07,fc12dff3b3d0033c,v2,290000,딤채,,,CDQ47BKMUH,,,,
07_home_appliances-training-000081,07_home_appliances,07,25932bae17cb7a15,v2,345000,삼성,,,WA30DG2120BV,,,,
07_home_appliances-training-000082,07_home_appliances,07,cfb72f70fb5e639e,v2,220000,LG,,,F4999NT2Z,,,,
07_home_appliances-training-000083,07_home_appliances,07,e4a196efd2e203cd,v2,200000,현대큐밍,,,B505S,,,,
07_home_appliances-training-000084,07_home_appliances,07,d42ce4e242dd4944,v2,80000,삼성,,,WA10CG5441BW,,,,
07_home_appliances-training-000085,07_home_appliances,07,4f8a1762aa664d22,v2,113937,LG,,,WV24R9980KV,,,,
07_home_appliances-training-000086,07_home_appliances,07,f9523863e1bda82b,v2,280000,삼성,,,WA19A8370KY,,,,
07_home_appliances-training-000087,07_home_appliances,07,4f8a1762aa664d22,v2,244604,LG,,,Z323AA3,,,,
07_home_appliances-training-000088,07_home_appliances,07,4f8a1762aa664d22,v2,70707,LG,,,클라윈드 92L 슬림형,,,,
07_home_appliances-training-000089,07_home_appliances,07,41c4969a9316f890,v2,220000,LG,,,FR9WK,,,,
07_home_appliances-training-000090,07_home_appliances,07,f2f2f28770a3ee76,v2,400000,삼성,,,RH62J8000SLB,,,,
07_home_appliances-training-000091,07_home_appliances,07,34616493786b05f0,v2,812878,삼성,,,WA19A8370KV,,,,
07_home_appliances-training-000092,07_home_appliances,07,fea17184997cdf0b,v2,150000,삼성,,,RQ33J7363X6,,,,
07_home_appliances-training-000093,07_home_appliances,07,25f659d55d19efe2,v2,200000,삼성전자,,,RH81R8040SA,,,,
07_home_appliances-training-000094,07_home_appliances,07,385e82253b575bcc,v2,20000,스피드랙,,,F21VBT,,,,
07_home_appliances-training-000095,07_home_appliances,07,04dd23fe1bb45fa8,v2,320000,엘지,,,T16DU,,,,
07_home_appliances-training-000096,07_home_appliances,07,a605bec6cf08cc85,v2,490000,삼성,,,WF23N9951KV,,,,
07_home_appliances-training-000097,07_home_appliances,07,922c76ff866a70f1,v2,360000,LG,,,F21VBT,,,,
07_home_appliances-training-000098,07_home_appliances,07,e1e916951817d79b,v2,150000,위니아,,,mini,,,,
07_home_appliances-training-000099,07_home_appliances,07,34616493786b05f0,v2,518552,삼성,,,F2996NCZ1,,,,
07_home_appliances-training-000100,07_home_appliances,07,cfb72f70fb5e639e,v2,220000,LG,,,F4999NT2Z,,,,
07_home_appliances-training-000101,07_home_appliances,07,ba6d5df6ac353bba,v2,350000,우성,,,RQ33J7363X6,,,,
07_home_appliances-training-000102,07_home_appliances,07,ab63ffe6f8fe65e0,v2,280000,미홀,,,ZSW60L,,,,
07_home_appliances-training-000103,07_home_appliances,07,be87211ba2c5d75f,v2,270000,LG,,,R-S803MHW,,,,
07_home_appliances-training-000104,07_home_appliances,07,34616493786b05f0,v2,425908,삼성,,,RF85M91627X,,,,
07_home_appliances-training-000105,07_home_appliances,07,34616493786b05f0,v2,586546,삼성,,,RH62J8000SLB,,,,
07_home_appliances-training-000106,07_home_appliances,07,13c76e16e334dfc4,v2,180000,대우,,,DWF-15GAWP,,,,
07_home_appliances-training-000107,07_home_appliances,07,34616493786b05f0,v2,901924,삼성,,,CDQ47BKMUH,,,,
07_home_appliances-training-000108,07_home_appliances,07,4f8a1762aa664d22,v2,198338,LG,,,WF90F2522ACHY,,,,
07_home_appliances-training-000109,07_home_appliances,07,1236dd9fdc06d71d,v2,350000,LG,,,F19VBW / F35VC,,,,
07_home_appliances-training-000110,07_home_appliances,07,3ff8e9f8d1f6d5d5,v2,120000,하이얼,,,ART82MDCL,,,,
07_home_appliances-training-000111,07_home_appliances,07,34616493786b05f0,v2,876200,삼성,,,S831TS35,,,,
07_home_appliances-training-000112,07_home_appliances,07,53994f9c6b85d49c,v2,132000,캐리어,,,클라윈드 92L 슬림형,,,,
07_home_appliances-training-000113,07_home_appliances,07,30e8610a65ebfdad,v2,240000,LG,,,S831SS35,,,,
07_home_appliances-training-000114,07_home_appliances,07,087122d39424a790,v2,260000,엘지,,,T15ST,,,,
07_home_appliances-training-000115,07_home_appliances,07,999fd159baf014a2,v2,350000,보만,,,A223 820 0400,,,,
07_home_appliances-training-000116,07_home_appliances,07,fb1e59c638c9442a,v2,5000000,라치오날,,,LCBD-1544RG,,,,
07_home_appliances-training-000117,07_home_appliances,07,13c76e16e334dfc4,v2,180000,대우,,,DWF-15GAWP,,,,
07_home_appliances-training-000118,07_home_appliances,07,51505cd946bf9831,v2,200000,LG전자,,,D332MBE34,,,,
07_home_appliances-training-000119,07_home_appliances,07,cc202088768dfd00,v2,199900,동부대우,,,F2996NCZ1,,,,
07_home_appliances-training-000120,07_home_appliances,07,8edcaec7d995ace0,v2,2222,유니크에버젠,,,WF23N9951KV,,,,
07_home_appliances-training-000121,07_home_appliances,07,1d20e4d977e3915e,v2,330000,삼성,,,WA19A8370KW,,,,
07_home_appliances-training-000122,07_home_appliances,07,4f8a1762aa664d22,v2,192102,LG,,,EWF18HEG,,,,
07_home_appliances-training-000123,07_home_appliances,07,3bfd4582574ca0f5,v2,340000,삼성,,,WD17N7550KP,,,,
07_home_appliances-training-000124,07_home_appliances,07,4f8a1762aa664d22,v2,30000,LG,,,R-S803MHW,,,,
07_home_appliances-training-000125,07_home_appliances,07,655a51073e02a18b,v2,1790000,삼성,,,WF21DG6650BW / DV21DG8600BW,,,,
07_home_appliances-training-000126,07_home_appliances,07,6ca131856bcd58ef,v2,650000,엘지,,,WA19A8370KV,,,,
07_home_appliances-training-000127,07_home_appliances,07,1ed135c1e8727607,v2,342592,삼성,,,WA19A8370KV,,,,
07_home_appliances-training-000128,07_home_appliances,07,ba6d5df6ac353bba,v2,733011,우성,,,F21VBT,,,,
07_home_appliances-training-000129,07_home_appliances,07,e06d46b99c086d81,v2,620000,LG,,,F17WDBU,,,,
07_home_appliances-training-000130,07_home_appliances,07,a05a33592c30a985,v2,300000,클라쎄,,,FR-S722RESK,,,,
07_home_appliances-training-000131,07_home_appliances,07,fb1e59c638c9442a,v2,5000000,라치오날,,,WA19A8370KY,,,,
07_home_appliances-training-000132,07_home_appliances,07,cfb72f70fb5e639e,v2,220000,LG,,,F4999NT2Z,,,,
07_home_appliances-training-000133,07_home_appliances,07,d64587027765a37d,v2,60000,대웅모닝컴,,,FX24KNT,,,,
07_home_appliances-training-000134,07_home_appliances,07,385e82253b575bcc,v2,20000,스피드랙,,,WA19A8370KY,,,,
07_home_appliances-training-000135,07_home_appliances,07,098ebd1ea9c3d6c3,v2,3200000,삼성,,,WD90F25AHT,,,,
07_home_appliances-training-000136,07_home_appliances,07,f9523863e1bda82b,v2,280000,삼성,,,WA19A8370KY,,,,
07_home_appliances-training-000137,07_home_appliances,07,34616493786b05f0,v2,465750,삼성,,,S831SS35,,,,
07_home_appliances-training-000138,07_home_appliances,07,e06d46b99c086d81,v2,620000,LG,,,F17WDBU,,,,
07_home_appliances-training-000139,07_home_appliances,07,ba6d5df6ac353bba,v2,659081,우성,,,WF19T6000KW,,,,
07_home_appliances-training-000140,07_home_appliances,07,34616493786b05f0,v2,556283,삼성,,,클라윈드 92L 슬림형,,,,
07_home_appliances-training-000141,07_home_appliances,07,34616493786b05f0,v2,767778,삼성,,,ZS57FBCTSXP,,,,
07_home_appliances-training-000142,07_home_appliances,07,3eb581665a3c3853,v2,170000,위니아,,,W824GTB172S,,,,
07_home_appliances-training-000143,07_home_appliances,07,eae692792fdeedb2,v2,550000,라세르,,,1200테이블,,,,
07_home_appliances-training-000144,07_home_appliances,07,25d9605f0e1fcd0a,v2,290000,위니아,,,EWF18HEG,,,,
07_home_appliances-training-000145,07_home_appliances,07,5470e77984817db3,v2,50000,캐리어,,,WV24R9930KP,,,,
07_home_appliances-training-000146,07_home_appliances,07,a97b12d1d81364e6,v2,3670000,삼성,,,LRM70F90M1M2ZD,,,,
07_home_appliances-training-000147,07_home_appliances,07,098ebd1ea9c3d6c3,v2,3200000,삼성,,,WD90F25AHT,,,,
07_home_appliances-training-000148,07_home_appliances,07,899aaee269ddd966,v2,260000,클라쎄,,,DWF-18GCPC,,,,
07_home_appliances-training-000149,07_home_appliances,07,a817fdda9361c0f2,v2,270000,LG,,,T18DT,,,,
07_home_appliances-training-000150,07_home_appliances,07,a05a33592c30a985,v2,300000,클라쎄,,,FR-S722RESK,,,,
07_home_appliances-training-000151,07_home_appliances,07,2c255a183a1f4699,v2,250000,쿠잉,,,A223 820 0400,,,,
07_home_appliances-training-000152,07_home_appliances,07,4f8a1762aa664d22,v2,41652,LG,,,RF90H9012XP,,,,
07_home_appliances-training-000153,07_home_appliances,07,34616493786b05f0,v2,894536,삼성,,,RF85K90K2SG,,,,
07_home_appliances-training-000154,07_home_appliances,07,4f8a1762aa664d22,v2,380142,LG,,,F2996NCZ1,,,,
07_home_appliances-training-000155,07_home_appliances,07,6813958bb4ef3340,v2,850000,LG,,,F21VDSK,,,,
07_home_appliances-training-000156,07_home_appliances,07,098ebd1ea9c3d6c3,v2,3200000,삼성,,,WD90F25AHT,,,,
07_home_appliances-training-000157,07_home_appliances,07,25f659d55d19efe2,v2,200000,삼성전자,,,RH81R8040SA,,,,
07_home_appliances-training-000158,07_home_appliances,07,8edcaec7d995ace0,v2,2222,유니크에버젠,,,WA30DG2120BV,,,,
07_home_appliances-training-000159,07_home_appliances,07,f78873cb1ce8186f,v2,1600000,라셀르,,,LCBD-1544RG,,,,
07_home_appliances-training-000160,07_home_appliances,07,b1f697842dd16c34,v2,200000,삼성전자,,,WA16CG6441BY,,,,
07_home_appliances-training-000161,07_home_appliances,07,c858cdb8d2af2c32,v2,1700000,삼성전자,,,비스포크 그랑데 AI,,,,
07_home_appliances-training-000162,07_home_appliances,07,e4a196efd2e203cd,v2,200000,현대큐밍,,,HRF-SN418MFC,,,,
07_home_appliances-training-000163,07_home_appliances,07,34616493786b05f0,v2,649886,삼성,,,F17WDBU,,,,
07_home_appliances-training-000164,07_home_appliances,07,fac9d78afc5527f5,v2,200000,LG,,,S831TS35,,,,
07_home_appliances-training-000165,07_home_appliances,07,669d69d1da24a10c,v2,1500000,벤츠,,,A223 820 0400,,,,
07_home_appliances-training-000166,07_home_appliances,07,999fd159baf014a2,v2,350000,보만,,,RH81R8040SA,,,,
07_home_appliances-training-000167,07_home_appliances,07,797ff0e2820f01a2,v2,130000,LG,,,F13D9NK2,,,,
07_home_appliances-training-000168,07_home_appliances,07,52ada171e75a64c8,v2,400000,LG전자,,,B502W33,,,,
07_home_appliances-training-000169,07_home_appliances,07,30e8610a65ebfdad,v2,240000,LG,,,S831SS35,,,,
07_home_appliances-training-000170,07_home_appliances,07,8edcaec7d995ace0,v2,2222,유니크에버젠,,,A223 820 0400,,,,
07_home_appliances-training-000171,07_home_appliances,07,35e3e3b0185ba9a2,v2,1300000,삼성,,,AF17A7974BZN,,,,
07_home_appliances-training-000172,07_home_appliances,07,14f52f3949e95767,v2,950000,LG,,,FX24KNT,,,,
07_home_appliances-training-000173,07_home_appliances,07,a8b41537fcd49599,v2,200000,딤채,,,클라윈드 92L 슬림형,,,,
07_home_appliances-training-000174,07_home_appliances,07,5b8ab254f4cc8d26,v2,500000,삼성,,,WF23N9951KP / DV16R8540KP,,,,
07_home_appliances-training-000175,07_home_appliances,07,63ec10db56a4b95e,v2,1100000,그랜드우성,,,1200,,,,
07_home_appliances-training-000176,07_home_appliances,07,4f8a1762aa664d22,v2,157104,LG,,,WA19A8370KW,,,,
07_home_appliances-training-000177,07_home_appliances,07,34616493786b05f0,v2,733172,삼성,,,HRF-SN418MFC,,,,
07_home_appliances-training-000178,07_home_appliances,07,5470e77984817db3,v2,50000,캐리어,,,WF19T6000KW,,,,
07_home_appliances-training-000179,07_home_appliances,07,3db4365f15b312e1,v2,260000,삼성,,,RF90H9012XP,,,,
07_home_appliances-training-000180,07_home_appliances,07,cc202088768dfd00,v2,199900,동부대우,,,WF19T6000KW,,,,
07_home_appliances-training-000181,07_home_appliances,07,087122d39424a790,v2,260000,엘지,,,T15ST,,,,
07_home_appliances-training-000182,07_home_appliances,07,fb1e59c638c9442a,v2,5000000,라치오날,,,WV24R9930KP,,,,
07_home_appliances-training-000183,07_home_appliances,07,be87211ba2c5d75f,v2,270000,LG,,,R-S803MHW,,,,
07_home_appliances-training-000184,07_home_appliances,07,819a5414ed3c7317,v2,250000,벨,,,RB30R4051B1,,,,
07_home_appliances-training-000185,07_home_appliances,07,52faa629c2110d26,v2,179900,Belle,,,CDQ47BKMUH,,,,
07_home_appliances-training-000186,07_home_appliances,07,4f8a1762aa664d22,v2,304634,LG,,,FR9WK,,,,
07_home_appliances-training-000187,07_home_appliances,07,4f8a1762aa664d22,v2,168970,LG,,,FX24KNT,,,,
07_home_appliances-training-000188,07_home_appliances,07,d012b2a6a69d9fe2,v2,320000,삼성,,,RF85M91227L,,,,
07_home_appliances-training-000189,07_home_appliances,07,1ed135c1e8727607,v2,339583,삼성,,,WA19A8370KV,,,,
07_home_appliances-training-000190,07_home_appliances,07,e1e916951817d79b,v2,150000,위니아,,,mini,,,,
07_home_appliances-training-000191,07_home_appliances,07,a817fdda9361c0f2,v2,270000,LG,,,T18DT,,,,
07_home_appliances-training-000192,07_home_appliances,07,70f51800c74faaad,v2,42000,삼성,,,WA16J6750KP,,,,
07_home_appliances-training-000193,07_home_appliances,07,eae692792fdeedb2,v2,550000,라세르,,,1200테이블,,,,
07_home_appliances-training-000194,07_home_appliances,07,b1f697842dd16c34,v2,200000,삼성전자,,,WA16CG6441BY,,,,
07_home_appliances-training-000195,07_home_appliances,07,34616493786b05f0,v2,283561,삼성,,,RF85M91627X,,,,
07_home_appliances-training-000196,07_home_appliances,07,f9523863e1bda82b,v2,280000,삼성,,,WA19A8370KY,,,,
07_home_appliances-training-000197,07_home_appliances,07,ba6d5df6ac353bba,v2,439132,우성,,,HRF-SN418MFC,,,,
07_home_appliances-training-000198,07_home_appliances,07,fb1e59c638c9442a,v2,5000000,라치오날,,,W20EGAN,,,,
07_home_appliances-training-000199,07_home_appliances,07,29c7e59d340fdfc6,v2,130000,삼성,,,WA30F1K6QSA,,,,
07_home_appliances-training-000200,07_home_appliances,07,899aaee269ddd966,v2,260000,클라쎄,,,DWF-18GCPC,,,,
07_home_appliances-training-000201,07_home_appliances,07,819a5414ed3c7317,v2,250000,벨,,,W20EGAN,,,,
07_home_appliances-training-000202,07_home_appliances,07,3eb581665a3c3853,v2,170000,위니아,,,EWF18HEG,,,,
07_home_appliances-training-000203,07_home_appliances,07,087122d39424a790,v2,260000,엘지,,,T15ST,,,,
07_home_appliances-training-000204,07_home_appliances,07,a05a33592c30a985,v2,300000,클라쎄,,,FR-S722RESK,,,,
07_home_appliances-training-000205,07_home_appliances,07,34616493786b05f0,v2,559059,삼성,,,WF19T6000KW,,,,
07_home_appliances-training-000206,07_home_appliances,07,34616493786b05f0,v2,721279,삼성,,,WR20M9970KV,,,,
07_home_appliances-training-000207,07_home_appliances,07,5118dc2640c0d2b7,v2,250000,LG,,,B505S,,,,
07_home_appliances-training-000208,07_home_appliances,07,74d511667ad2d6c2,v2,350000,삼성,,,WF19T6000KW,,,,
07_home_appliances-training-000209,07_home_appliances,07,34616493786b05f0,v2,864254,삼성,,,DWF-14GAWR,,,,
07_home_appliances-training-000210,07_home_appliances,07,797ff0e2820f01a2,v2,130000,LG,,,F13D9NK2,,,,
07_home_appliances-training-000211,07_home_appliances,07,1210af4b2fdba734,v2,330000,삼성,,,RF85K90K2SG,,,,
07_home_appliances-training-000212,07_home_appliances,07,b9fb6bbd7f4fdb8e,v2,480000,쿠잉전자,,,SBS410D,,,,
07_home_appliances-training-000213,07_home_appliances,07,1ed135c1e8727607,v2,345011,삼성,,,WA19A8370KV,,,,
07_home_appliances-training-000214,07_home_appliances,07,5342d8e964e2a3c9,v2,500000,에베레스트,,,WF90F2522ACHY,,,,
07_home_appliances-training-000215,07_home_appliances,07,44b37fb029053a7d,v2,150000,삼성전자,,,FR-S552PRES,,,,
07_home_appliances-training-000216,07_home_appliances,07,b1f697842dd16c34,v2,200000,삼성전자,,,WA16CG6441BY,,,,
07_home_appliances-training-000217,07_home_appliances,07,c90fbe50a6842bcd,v2,150000,코스텔,,,T18DT,,,,
07_home_appliances-training-000218,07_home_appliances,07,deb084fd8aadb8f5,v2,120000,LG,,,F35VC,,,,
07_home_appliances-training-000219,07_home_appliances,07,f9523863e1bda82b,v2,280000,삼성,,,WA19A8370KY,,,,
07_home_appliances-training-000220,07_home_appliances,07,ab63ffe6f8fe65e0,v2,280000,미홀,,,ZSW60L,,,,
07_home_appliances-training-000221,07_home_appliances,07,1b9f9fc82aaa6f27,v2,109900,대우,,,W824GTB172S,,,,
07_home_appliances-training-000222,07_home_appliances,07,6ca131856bcd58ef,v2,350000,엘지,,,1200테이블,,,,
07_home_appliances-training-000223,07_home_appliances,07,dd920b98f2bb0b11,v2,290000,LG,,,F14SQT,,,,
07_home_appliances-training-000224,07_home_appliances,07,34616493786b05f0,v2,907249,삼성,,,A223 820 0400,,,,
07_home_appliances-training-000225,07_home_appliances,07,51505cd946bf9831,v2,200000,LG전자,,,D332MBE34,,,,
07_home_appliances-training-000226,07_home_appliances,07,6ca131856bcd58ef,v2,650000,엘지,,,F14WQT,,,,
07_home_appliances-training-000227,07_home_appliances,07,6813958bb4ef3340,v2,850000,LG,,,F21VDSK,,,,
