item_id,category_name,category_code,spec_key_hash,hash_version,used_price,species,main_item_type,brand,product_name,size_label,material_main,color_main,dimensions_cm
12_pet_supplies-training-000000,12_pet_supplies,12,4df87dd75d364f74,v2,920000,,,밀리옹,,,,,
12_pet_supplies-training-000001,12_pet_supplies,12,2728b79b54145d2c,v2,27635,,,러프웨어,,,,,
12_pet_supplies-training-000002,12_pet_supplies,12,a7964d5ee9ebcdc7,v2,300000,,,와우캣,,,,,
12_pet_supplies-training-000003,12_pet_supplies,12,9be487745fecefc3,v2,8000,,,보들랑,,,,,
12_pet_supplies-training-000004,12_pet_supplies,12,d79dfdc6440fa2f3,v2,180000,,,포펫츠온리,,,,,
12_pet_supplies-training-000005,12_pet_supplies,12,a5fc2faa924bd8b4,v2,22222,,,멘도타,,,,,
12_pet_supplies-training-000006,12_pet_supplies,12,d79dfdc6440fa2f3,v2,130000,,,포펫츠온리,,,,,
12_pet_supplies-training-000007,12_pet_supplies,12,1f5fbee3d61ab16f,v2,209317,,,그린웨일,,,,,
12_pet_supplies-training-000008,12_pet_supplies,12,f2ac006df34274f0,v2,24000,,,꼬순내,,,,,
12_pet_supplies-training-000009,12_pet_supplies,12,2728b79b54145d2c,v2,28695,,,러프웨어,,,,,
12_pet_supplies-training-000010,12_pet_supplies,12,32d9d858f5a9893d,v2,100000,,,베리마치,,,,,
12_pet_supplies-training-000011,12_pet_supplies,12,1808e245f48a8d2b,v2,28000,,,Ruffwear,,,,,
12_pet_supplies-training-000012,12_pet_supplies,12,1f5fbee3d61ab16f,v2,198539,,,그린웨일,,,,,
12_pet_supplies-training-000013,12_pet_supplies,12,786c5f80f8955143,v2,6000,,,cocodog,,,,,
12_pet_supplies-training-000014,12_pet_supplies,12,d5f809c121922dc1,v2,580000,,,아이캣유,,,,,
12_pet_supplies-training-000015,12_pet_supplies,12,0efcaf21061a4c0e,v2,100000,,,브리스캣,,,,,
12_pet_supplies-training-000016,12_pet_supplies,12,e1816f73574b127e,v2,20000,,,Monello,,,,,
12_pet_supplies-training-000017,12_pet_supplies,12,901d539e89aed120,v2,100000,,,모노케츠,,,,,
12_pet_supplies-training-000018,12_pet_supplies,12,177df9b3ecdd3dcf,v2,90000,,,스포티앤리치,,,,,
12_pet_supplies-training-000019,12_pet_supplies,12,91382fd0e4bad0ad,v2,5000,,,캐스키드슨,,,,,
12_pet_supplies-training-000020,12_pet_supplies,12,390eb22565c2212c,v2,10000,,,우아지오,,,,,
12_pet_supplies-training-000021,12_pet_supplies,12,21f685ad9ced5213,v2,80000,,,하울팟,,,,,
12_pet_supplies-training-000022,12_pet_supplies,12,9c1258145fa5064b,v2,160000,,,바버,,,,,
12_pet_supplies-training-000023,12_pet_supplies,12,a7964d5ee9ebcdc7,v2,300000,,,와우캣,,,,,
12_pet_supplies-training-000024,12_pet_supplies,12,a5fc2faa924bd8b4,v2,22222,,,멘도타,,,,,
12_pet_supplies-training-000025,12_pet_supplies,12,2728b79b54145d2c,v2,28483,,,러프웨어,,,,,
12_pet_supplies-training-000026,12_pet_supplies,12,77a2139f92a65e02,v2,295515,,,일룸,,,,,
12_pet_supplies-training-000027,12_pet_supplies,12,316c62696aa940b2,v2,20000,,,스트롤,,,,,
12_pet_supplies-training-000028,12_pet_supplies,12,2728b79b54145d2c,v2,27676,,,러프웨어,,,,,
12_pet_supplies-training-000029,12_pet_supplies,12,21f685ad9ced5213,v2,80000,,,하울팟,,,,,
12_pet_supplies-training-000030,12_pet_supplies,12,295272906f2be41c,v2,40000,,,텔레팟,,,,,
12_pet_supplies-training-000031,12_pet_supplies,12,1808e245f48a8d2b,v2,24000,,,Ruffwear,,,,,
12_pet_supplies-training-000032,12_pet_supplies,12,cc99831b26c512d0,v2,40000,,,캐니언,,,,,
12_pet_supplies-training-000033,12_pet_supplies,12,77a2139f92a65e02,v2,315794,,,일룸,,,,,
12_pet_supplies-training-000034,12_pet_supplies,12,f1aa20f26a005a0f,v2,150000,,,펫코본,,,,,
12_pet_supplies-training-000035,12_pet_supplies,12,a7964d5ee9ebcdc7,v2,300000,,,와우캣,,,,,
12_pet_supplies-training-000036,12_pet_supplies,12,21f685ad9ced5213,v2,80000,,,하울팟,,,,,
12_pet_supplies-training-000037,12_pet_supplies,12,429813e1a30bc9c5,v2,17000,,,분독,,,,,
12_pet_supplies-training-000038,12_pet_supplies,12,177df9b3ecdd3dcf,v2,90000,,,스포티앤리치,,,,,
12_pet_supplies-training-000039,12_pet_supplies,12,96d8b2758e6d5b59,v2,200000,,,FOR PETS ONLY,,,,,
12_pet_supplies-training-000040,12_pet_supplies,12,70f5e9761464c327,v2,70000,,,크레용펫,,,,,
12_pet_supplies-training-000041,12_pet_supplies,12,147480e27dcc1e9b,v2,8000,,,트루러브,,,,,
12_pet_supplies-training-000042,12_pet_supplies,12,77a2139f92a65e02,v2,272337,,,일룸,,,,,
12_pet_supplies-training-000043,12_pet_supplies,12,127d2891b8c6389e,v2,580000,,,플레이캣,,,,,
12_pet_supplies-training-000044,12_pet_supplies,12,4084ebd08c6061aa,v2,25000,,,메이킷,,,,,
12_pet_supplies-training-000045,12_pet_supplies,12,7415cce91599d63a,v2,220000,,,디어캣,,,,,
12_pet_supplies-training-000046,12_pet_supplies,12,4c0609b104b87e32,v2,100000,,,바우뮤,,,,,
12_pet_supplies-training-000047,12_pet_supplies,12,f8a9ea7e742d0847,v2,150000,,,캣네스트,,,,,
12_pet_supplies-training-000048,12_pet_supplies,12,32ef7300ccd0449f,v2,14000,,,지독,,,,,
12_pet_supplies-training-000049,12_pet_supplies,12,127d2891b8c6389e,v2,700000,,,플레이캣,,,,,
12_pet_supplies-training-000050,12_pet_supplies,12,ba6638343d2fce95,v2,40000,,,칸독,,,,,
12_pet_supplies-training-000051,12_pet_supplies,12,a2020031a0fcab1f,v2,330000,,,키튼박스,,,,,
12_pet_supplies-training-000052,12_pet_supplies,12,2728b79b54145d2c,v2,25723,,,러프웨어,,,,,
12_pet_supplies-training-000053,12_pet_supplies,12,77a2139f92a65e02,v2,340613,,,일룸,,,,,
12_pet_supplies-training-000054,12_pet_supplies,12,9175ae438bcaf3bc,v2,12000,,,리플렉트,,,,,
12_pet_supplies-training-000055,12_pet_supplies,12,4c61d0e63c771631,v2,36000,,,아이캔더,,,,,
12_pet_supplies-training-000056,12_pet_supplies,12,4c61d0e63c771631,v2,36000,,,아이캔더,,,,,
12_pet_supplies-training-000057,12_pet_supplies,12,a7964d5ee9ebcdc7,v2,300000,,,와우캣,,,,,
12_pet_supplies-training-000058,12_pet_supplies,12,7415cce91599d63a,v2,220000,,,디어캣,,,,,
12_pet_supplies-training-000059,12_pet_supplies,12,9c1258145fa5064b,v2,160000,,,바버,,,,,
12_pet_supplies-training-000060,12_pet_supplies,12,3f61c892bbd831da,v2,150000,,,인히어런트,,,,,
12_pet_supplies-training-000061,12_pet_supplies,12,c11ad2e65211e33f,v2,30000,,,바잇미,,,,,
12_pet_supplies-training-000062,12_pet_supplies,12,9c1258145fa5064b,v2,160000,,,바버,,,,,
12_pet_supplies-training-000063,12_pet_supplies,12,4084ebd08c6061aa,v2,25000,,,메이킷,,,,,
12_pet_supplies-training-000064,12_pet_supplies,12,2728b79b54145d2c,v2,26674,,,러프웨어,,,,,
12_pet_supplies-training-000065,12_pet_supplies,12,38fd7d39cd140876,v2,30000,,,고아웃클럽,,,,,
12_pet_supplies-training-000066,12_pet_supplies,12,9c1258145fa5064b,v2,160000,,,바버,,,,,
12_pet_supplies-training-000067,12_pet_supplies,12,1f5fbee3d61ab16f,v2,201812,,,그린웨일,,,,,
12_pet_supplies-training-000068,12_pet_supplies,12,d4aa9ff0cc32956b,v2,130000,,,MCM,,,,,
12_pet_supplies-training-000069,12_pet_supplies,12,127d2891b8c6389e,v2,580000,,,플레이캣,,,,,
12_pet_supplies-training-000070,12_pet_supplies,12,ee7610abeceb1540,v2,35000,,,고프,,,,,
12_pet_supplies-training-000071,12_pet_supplies,12,cb4fe6a77fa2d54f,v2,45000,,,펫랑,,,,,
12_pet_supplies-training-000072,12_pet_supplies,12,2b3aa49fa5719ecf,v2,21000,,,호지,,,,,
12_pet_supplies-training-000073,12_pet_supplies,12,127d2891b8c6389e,v2,700000,,,플레이캣,,,,,
12_pet_supplies-training-000074,12_pet_supplies,12,9be487745fecefc3,v2,8000,,,보들랑,,,,,
12_pet_supplies-training-000075,12_pet_supplies,12,3f61c892bbd831da,v2,5900,,,인히어런트,,,,,
12_pet_supplies-training-000076,12_pet_supplies,12,77a2139f92a65e02,v2,277315,,,일룸,,,,,
12_pet_supplies-training-000077,12_pet_supplies,12,438bf49c4b9fd607,v2,50000,,,hay,,,,,
12_pet_supplies-training-000078,12_pet_supplies,12,0efad49505b91b90,v2,17000,,,독스랩,,,,,
12_pet_supplies-training-000079,12_pet_supplies,12,bc1608af9129abf7,v2,200000,,,트릴로,,,,,
12_pet_supplies-training-000080,12_pet_supplies,12,4c61d0e63c771631,v2,16000,,,아이캔더,,,,,
12_pet_supplies-training-000081,12_pet_supplies,12,ba6638343d2fce95,v2,30000,,,칸독,,,,,
12_pet_supplies-training-000082,12_pet_supplies,12,77a2139f92a65e02,v2,348885,,,일룸,,,,,
12_pet_supplies-training-000083,12_pet_supplies,12,77a2139f92a65e02,v2,382165,,,일룸,,,,,
12_pet_supplies-training-000084,12_pet_supplies,12,d79dfdc6440fa2f3,v2,130000,,,포펫츠온리,,,,,
12_pet_supplies-training-000085,12_pet_supplies,12,8f16f8a7ce2ca0e6,v2,5000,,,페페통,,,,,
12_pet_supplies-training-000086,12_pet_supplies,12,a7964d5ee9ebcdc7,v2,300000,,,와우캣,,,,,
12_pet_supplies-training-000087,12_pet_supplies,12,127d2891b8c6389e,v2,580000,,,플레이캣,,,,,
12_pet_supplies-training-000088,12_pet_supplies,12,177df9b3ecdd3dcf,v2,90000,,,스포티앤리치,,,,,
12_pet_supplies-training-000089,12_pet_supplies,12,21f685ad9ced5213,v2,80000,,,하울팟,,,,,
12_pet_supplies-training-000090,12_pet_supplies,12,127d2891b8c6389e,v2,580000,,,플레이캣,,,,,
12_pet_supplies-training-000091,12_pet_supplies,12,91382fd0e4bad0ad,v2,5000,,,캐스키드슨,,,,,
12_pet_supplies-training-000092,12_pet_supplies,12,0c81380a00909167,v2,45000,,,호우디자인,,,,,
12_pet_supplies-training-000093,12_pet_supplies,12,a7964d5ee9ebcdc7,v2,300000,,,와우캣,,,,,
12_pet_supplies-training-000094,12_pet_supplies,12,a7964d5ee9ebcdc7,v2,300000,,,와우캣,,,,,
12_pet_supplies-training-000095,12_pet_supplies,12,3587d2ab7924c8ed,v2,300000,,,가또블랑코,,,,,
12_pet_supplies-training-000096,12_pet_supplies,12,f2ac006df34274f0,v2,24000,,,꼬순내,,,,,
12_pet_supplies-training-000097,12_pet_supplies,12,7415cce91599d63a,v2,220000,,,디어캣,,,,,
12_pet_supplies-training-000098,12_pet_supplies,12,cba0b073d7e1dec6,v2,50000,,,위드어스,,,,,
12_pet_supplies-training-000099,12_pet_supplies,12,2728b79b54145d2c,v2,24543,,,러프웨어,,,,,
12_pet_supplies-training-000100,12_pet_supplies,12,9be487745fecefc3,v2,8000,,,보들랑,,,,,
12_pet_supplies-training-000101,12_pet_supplies,12,850415066900a8b3,v2,18000,,,밀크앤페퍼,,,,,
12_pet_supplies-training-000102,12_pet_supplies,12,f2ac006df34274f0,v2,24000,,,꼬순내,,,,,
12_pet_supplies-training-000103,12_pet_supplies,12,77a2139f92a65e02,v2,279029,,,일룸,,,,,
12_pet_supplies-training-000104,12_pet_supplies,12,3587d2ab7924c8ed,v2,300000,,,가또블랑코,,,,,
12_pet_supplies-training-000105,12_pet_supplies,12,12d3c058b993724e,v2,8000,,,Seiwa Pro,,,,,
12_pet_supplies-training-000106,12_pet_supplies,12,c11ad2e65211e33f,v2,30000,,,바잇미,,,,,
12_pet_supplies-training-000107,12_pet_supplies,12,295272906f2be41c,v2,40000,,,텔레팟,,,,,
12_pet_supplies-training-000108,12_pet_supplies,12,d79dfdc6440fa2f3,v2,180000,,,포펫츠온리,,,,,
