item_id,category_name,category_code,spec_key_hash,hash_version,used_price,brand,product_name,food_subtype,form,unit_count,expiry_date,is_giftset,net_weight_g
13_food-training-000000,13_food,13,93d57ed2452c2163,v2,37000,정심,,,,,,,
13_food-training-000001,13_food,13,01f6e08dbf293460,v2,60000,라이녹스,,,,,,,
13_food-training-000002,13_food,13,b0fc4279174accc8,v2,28236,정관장,,,,,,,
13_food-training-000003,13_food,13,65098f7c55b99920,v2,19022,스타커피,,,,,,,
13_food-training-000004,13_food,13,f54db3bb5d39fb41,v2,20000,팅스로 커피 로스터즈,,,,,,,
13_food-training-000005,13_food,13,7ab5a68d245238b3,v2,12900,고려홍삼정,,,,,,,
13_food-training-000006,13_food,13,65098f7c55b99920,v2,20568,스타커피,,,,,,,
13_food-training-000007,13_food,13,fcd89adecc3f1138,v2,23000,박이추 커피공장 보헤미안 커피,,,,,,,
13_food-training-000008,13_food,13,65098f7c55b99920,v2,19285,스타커피,,,,,,,
13_food-training-000009,13_food,13,95c0d64e166b5a20,v2,140000,무궁화,,,,,,,
13_food-training-000010,13_food,13,65098f7c55b99920,v2,20651,스타커피,,,,,,,
13_food-training-000011,13_food,13,2c03c230363f8eb9,v2,60000,하루이야기,,,,,,,
13_food-training-000012,13_food,13,941af4865d4d3486,v2,50000,금산홍삼,,,,,,,
13_food-training-000013,13_food,13,ede25cf91a3a01ed,v2,11000,농협안심녹용,,,,,,,
13_food-training-000014,13_food,13,a89c0c18115052d7,v2,65000,연세대학교,,,,,,,
13_food-training-000015,13_food,13,9c51113fd35c0d6e,v2,42209,스타벅스,,,,,,,
13_food-training-000016,13_food,13,b057de060464b2a2,v2,5000,천부강,,,,,,,
13_food-training-000017,13_food,13,65098f7c55b99920,v2,20193,스타커피,,,,,,,
13_food-training-000018,13_food,13,65098f7c55b99920,v2,19587,스타커피,,,,,,,
13_food-training-000019,13_food,13,b0fc4279174accc8,v2,134763,정관장,,,,,,,
13_food-training-000020,13_food,13,8a3755216d7a7dca,v2,19600,플레이브,,,,,,,
13_food-training-000021,13_food,13,a848761e63658fd9,v2,19500,과일삼촌,,,,,,,
13_food-training-000022,13_food,13,b0fc4279174accc8,v2,150161,정관장,,,,,,,
13_food-training-000023,13_food,13,794a8c905f1209be,v2,70000,하루채움,,,,,,,
13_food-training-000024,13_food,13,529030bfd5067ff2,v2,8890,동의삼,,,,,,,
13_food-training-000025,13_food,13,d0374af84f8a170d,v2,21984,스타커피 로스터리,,,,,,,
